LinkName,Date,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 4,09/17/2017,2017,1,12:00 PM-01:00 PM,1.6,1.29,0.25,0.18,1.09,11.36,0.24
Link 4,09/17/2017,2017,1,01:00 PM-02:00 PM,1.96,1.21,0.19,0.1,1.1,0.63,0.19
Link 4,09/17/2017,2017,1,02:00 PM-03:00 PM,2.72,1.79,0.77,0.4,1.28,3.36,0.62
Link 4,09/17/2017,2017,1,03:00 PM-04:00 PM,1.8,1.07,0.07,0.04,1.03,1.0,0.07
Link 4,09/17/2017,2017,1,04:00 PM-05:00 PM,1.83,1.29,0.23,0.15,1.13,1.0,0.26
Link 4,09/17/2017,2017,1,05:00 PM-06:00 PM,2.22,1.38,0.35,0.19,1.17,1.11,0.33
Link 4,09/17/2017,2017,1,06:00 PM-07:00 PM,2.01,1.42,0.33,0.19,1.19,1.21,0.35
Link 4,09/17/2017,2017,1,07:00 PM-08:00 PM,1.49,1.09,0.07,0.05,1.04,1.0,0.09
Link 4,09/17/2017,2017,1,09:00 PM-10:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,05:00 AM-06:00 AM,1.66,1.29,0.18,0.12,1.15,0.47,0.27
Link 4,09/24/2017,2017,1,07:00 AM-08:00 AM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,09:00 AM-10:00 AM,1.76,1.36,0.29,0.2,1.13,2.5,0.3
Link 4,09/24/2017,2017,1,10:00 AM-11:00 AM,2.49,1.62,0.51,0.26,1.29,0.51,0.47
Link 4,09/24/2017,2017,1,11:00 AM-12:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,12:00 PM-01:00 PM,1.36,1.1,0.07,0.05,1.04,1.0,0.09
Link 4,09/24/2017,2017,1,01:00 PM-02:00 PM,1.49,1.07,0.06,0.04,1.03,1.0,0.07
Link 4,09/24/2017,2017,1,02:00 PM-03:00 PM,1.57,1.12,0.09,0.06,1.05,1.0,0.11
Link 4,09/24/2017,2017,1,04:00 PM-05:00 PM,1.54,1.04,0.03,0.02,1.02,1.0,0.04
Link 4,09/24/2017,2017,1,05:00 PM-06:00 PM,3.56,2.05,1.09,0.44,1.42,3.04,0.81
Link 4,09/24/2017,2017,1,06:00 PM-07:00 PM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,07:00 PM-08:00 PM,1.65,1.16,0.13,0.09,1.07,1.0,0.15
Link 4,09/24/2017,2017,1,08:00 PM-09:00 PM,1.72,1.23,0.21,0.14,1.08,6.8,0.19
Link 4,09/24/2017,2017,1,09:00 PM-10:00 PM,2.87,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,10:00 PM-11:00 PM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,09/24/2017,2017,1,11:00 PM-12:00 AM,1.65,1.08,0.07,0.05,1.04,1.0,0.08
Link 4,10/01/2017,2017,1,01:00 AM-02:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,03:00 AM-04:00 AM,2.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,07:00 AM-08:00 AM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,10:00 AM-11:00 AM,1.5,1.06,0.04,0.03,1.02,1.0,0.06
Link 4,10/01/2017,2017,1,11:00 AM-12:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,12:00 PM-01:00 PM,1.86,1.02,0.02,0.01,1.01,1.0,0.02
Link 4,10/01/2017,2017,1,01:00 PM-02:00 PM,7.02,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,02:00 PM-03:00 PM,1.65,1.16,0.12,0.08,1.08,0.58,0.15
Link 4,10/01/2017,2017,1,03:00 PM-04:00 PM,2.2,1.58,0.55,0.33,1.19,4.68,0.45
Link 4,10/01/2017,2017,1,04:00 PM-05:00 PM,1.68,1.28,0.22,0.15,1.11,4.25,0.25
Link 4,10/01/2017,2017,1,05:00 PM-06:00 PM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,06:00 PM-07:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,08:00 PM-09:00 PM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/01/2017,2017,1,10:00 PM-11:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,12:00 AM-01:00 AM,1.8,1.11,0.1,0.06,1.05,1.0,0.11
Link 4,10/08/2017,2017,1,03:00 AM-04:00 AM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,05:00 AM-06:00 AM,2.27,1.24,0.3,0.15,1.07,9.6,0.2
Link 4,10/08/2017,2017,1,06:00 AM-07:00 AM,2.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,07:00 AM-08:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,08:00 AM-09:00 AM,1.4,1.12,0.07,0.05,1.06,0.0,0.12
Link 4,10/08/2017,2017,1,09:00 AM-10:00 AM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,11:00 AM-12:00 PM,2.18,1.48,0.44,0.25,1.18,25.33,0.42
Link 4,10/08/2017,2017,1,12:00 PM-01:00 PM,1.22,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,01:00 PM-02:00 PM,1.76,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,02:00 PM-03:00 PM,1.8,1.43,0.34,0.23,1.16,inf,0.38
Link 4,10/08/2017,2017,1,03:00 PM-04:00 PM,1.8,1.09,0.09,0.05,1.04,1.0,0.09
Link 4,10/08/2017,2017,1,04:00 PM-05:00 PM,1.64,1.18,0.14,0.1,1.08,1.0,0.17
Link 4,10/08/2017,2017,1,05:00 PM-06:00 PM,1.59,1.2,0.17,0.12,1.08,14.0,0.18
Link 4,10/08/2017,2017,1,06:00 PM-07:00 PM,1.98,1.37,0.33,0.2,1.14,19.0,0.33
Link 4,10/08/2017,2017,1,07:00 PM-08:00 PM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/08/2017,2017,1,09:00 PM-10:00 PM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,12:00 AM-01:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,03:00 AM-04:00 AM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,04:00 AM-05:00 AM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,05:00 AM-06:00 AM,2.58,1.43,0.44,0.2,1.19,1.0,0.36
Link 4,10/15/2017,2017,1,07:00 AM-08:00 AM,1.5,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,08:00 AM-09:00 AM,1.5,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,09:00 AM-10:00 AM,1.39,1.05,0.05,0.03,1.02,inf,0.05
Link 4,10/15/2017,2017,1,10:00 AM-11:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,11:00 AM-12:00 PM,2.12,1.4,0.37,0.21,1.16,3.73,0.35
Link 4,10/15/2017,2017,1,01:00 PM-02:00 PM,1.4,1.04,0.03,0.02,1.02,1.0,0.04
Link 4,10/15/2017,2017,1,03:00 PM-04:00 PM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,05:00 PM-06:00 PM,1.62,1.02,0.02,0.01,1.01,inf,0.02
Link 4,10/15/2017,2017,1,06:00 PM-07:00 PM,1.84,1.22,0.19,0.12,1.1,1.04,0.2
Link 4,10/15/2017,2017,1,07:00 PM-08:00 PM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/15/2017,2017,1,11:00 PM-12:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/22/2017,2017,1,06:00 AM-07:00 AM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/22/2017,2017,1,07:00 AM-08:00 AM,2.63,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/22/2017,2017,1,08:00 AM-09:00 AM,1.65,1.24,0.17,0.11,1.11,0.4,0.22
Link 4,10/22/2017,2017,1,09:00 AM-10:00 AM,1.37,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/22/2017,2017,1,10:00 AM-11:00 AM,1.53,1.06,0.05,0.03,1.02,2.33,0.05
Link 4,10/22/2017,2017,1,12:00 PM-01:00 PM,2.2,1.7,0.51,0.3,1.3,1.0,0.53
Link 4,10/22/2017,2017,1,01:00 PM-02:00 PM,2.49,1.8,0.77,0.45,1.25,1.69,0.57
Link 4,10/22/2017,2017,1,02:00 PM-03:00 PM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/22/2017,2017,1,03:00 PM-04:00 PM,2.69,1.83,0.67,0.33,1.38,0.7,0.59
Link 4,10/22/2017,2017,1,04:00 PM-05:00 PM,2.48,1.5,0.46,0.23,1.22,1.0,0.41
Link 4,10/22/2017,2017,1,05:00 PM-06:00 PM,2.52,1.95,0.73,0.41,1.39,2.56,0.74
Link 4,10/22/2017,2017,1,06:00 PM-07:00 PM,2.67,1.61,0.6,0.29,1.25,2.18,0.5
Link 4,10/22/2017,2017,1,07:00 PM-08:00 PM,2.18,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,12:00 AM-01:00 AM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,01:00 AM-02:00 AM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,07:00 AM-08:00 AM,1.94,1.34,0.3,0.18,1.14,3.14,0.3
Link 4,10/29/2017,2017,1,08:00 AM-09:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,09:00 AM-10:00 AM,1.84,1.25,0.21,0.13,1.11,1.0,0.23
Link 4,10/29/2017,2017,1,10:00 AM-11:00 AM,1.47,1.04,0.03,0.02,1.02,1.0,0.04
Link 4,10/29/2017,2017,1,11:00 AM-12:00 PM,1.98,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,12:00 PM-01:00 PM,1.81,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,01:00 PM-02:00 PM,2.58,1.43,0.44,0.2,1.19,1.0,0.36
Link 4,10/29/2017,2017,1,02:00 PM-03:00 PM,1.67,1.25,0.21,0.14,1.09,inf,0.22
Link 4,10/29/2017,2017,1,04:00 PM-05:00 PM,1.44,1.06,0.04,0.03,1.03,1.0,0.06
Link 4,10/29/2017,2017,1,05:00 PM-06:00 PM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,07:00 PM-08:00 PM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,08:00 PM-09:00 PM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,10/29/2017,2017,1,10:00 PM-11:00 PM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,04:00 AM-05:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,08:00 AM-09:00 AM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,09:00 AM-10:00 AM,1.37,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,10:00 AM-11:00 AM,1.39,1.12,0.08,0.06,1.05,1.0,0.11
Link 4,11/05/2017,2017,1,11:00 AM-12:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,12:00 PM-01:00 PM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,01:00 PM-02:00 PM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/05/2017,2017,1,02:00 PM-03:00 PM,1.34,1.05,0.04,0.03,1.02,1.0,0.05
Link 4,11/05/2017,2017,1,03:00 PM-04:00 PM,2.91,1.92,0.81,0.39,1.38,2.03,0.67
Link 4,11/05/2017,2017,1,04:00 PM-05:00 PM,2.83,1.31,0.37,0.15,1.13,1.0,0.27
Link 4,11/05/2017,2017,1,05:00 PM-06:00 PM,3.17,1.88,0.92,0.41,1.33,1.98,0.66
Link 4,11/12/2017,2017,1,06:00 AM-07:00 AM,1.19,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/12/2017,2017,1,07:00 AM-08:00 AM,1.36,1.11,0.09,0.07,1.04,inf,0.1
Link 4,11/12/2017,2017,1,08:00 AM-09:00 AM,1.22,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/12/2017,2017,1,10:00 AM-11:00 AM,1.64,1.22,0.17,0.11,1.1,1.0,0.2
Link 4,11/12/2017,2017,1,11:00 AM-12:00 PM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/12/2017,2017,1,01:00 PM-02:00 PM,1.43,1.14,0.09,0.07,1.07,0.44,0.13
Link 4,11/12/2017,2017,1,02:00 PM-03:00 PM,1.92,1.36,0.32,0.2,1.13,2.68,0.3
Link 4,11/12/2017,2017,1,04:00 PM-05:00 PM,1.79,1.13,0.13,0.08,1.05,inf,0.12
Link 4,11/12/2017,2017,1,05:00 PM-06:00 PM,2.17,1.41,0.32,0.17,1.2,0.19,0.34
Link 4,11/12/2017,2017,1,06:00 PM-07:00 PM,3.36,1.9,0.96,0.4,1.35,3.87,0.73
Link 4,11/12/2017,2017,1,07:00 PM-08:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/12/2017,2017,1,08:00 PM-09:00 PM,1.68,1.2,0.18,0.12,1.07,inf,0.18
Link 4,11/19/2017,2017,1,12:00 AM-01:00 AM,1.92,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,01:00 AM-02:00 AM,1.81,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,02:00 AM-03:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,07:00 AM-08:00 AM,1.46,1.16,0.11,0.08,1.07,1.0,0.15
Link 4,11/19/2017,2017,1,09:00 AM-10:00 AM,2.44,1.68,0.59,0.32,1.27,3.0,0.56
Link 4,11/19/2017,2017,1,10:00 AM-11:00 AM,1.65,1.06,0.05,0.03,1.03,1.0,0.06
Link 4,11/19/2017,2017,1,11:00 AM-12:00 PM,1.86,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,12:00 PM-01:00 PM,3.38,2.55,1.36,0.68,1.52,3.3,1.02
Link 4,11/19/2017,2017,1,01:00 PM-02:00 PM,1.74,1.19,0.17,0.11,1.08,0.76,0.19
Link 4,11/19/2017,2017,1,03:00 PM-04:00 PM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,04:00 PM-05:00 PM,2.47,1.64,0.54,0.28,1.28,1.0,0.5
Link 4,11/19/2017,2017,1,05:00 PM-06:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/19/2017,2017,1,06:00 PM-07:00 PM,2.58,1.48,0.47,0.22,1.21,1.0,0.4
Link 4,11/19/2017,2017,1,08:00 PM-09:00 PM,1.5,1.03,0.03,0.02,1.01,1.0,0.03
Link 4,11/26/2017,2017,1,04:00 AM-05:00 AM,1.95,1.31,0.26,0.15,1.14,1.0,0.27
Link 4,11/26/2017,2017,1,07:00 AM-08:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/26/2017,2017,1,08:00 AM-09:00 AM,1.46,1.06,0.05,0.03,1.03,1.0,0.06
Link 4,11/26/2017,2017,1,10:00 AM-11:00 AM,2.04,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/26/2017,2017,1,12:00 PM-01:00 PM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/26/2017,2017,1,01:00 PM-02:00 PM,6.08,2.8,2.2,0.57,1.79,1.0,1.01
Link 4,11/26/2017,2017,1,04:00 PM-05:00 PM,2.32,1.76,0.63,0.37,1.28,inf,0.67
Link 4,11/26/2017,2017,1,05:00 PM-06:00 PM,2.04,1.55,0.47,0.3,1.19,1.67,0.39
Link 4,11/26/2017,2017,1,06:00 PM-07:00 PM,1.86,1.05,0.04,0.02,1.02,1.0,0.04
Link 4,11/26/2017,2017,1,08:00 PM-09:00 PM,1.47,1.04,0.03,0.02,1.02,1.0,0.04
Link 4,11/26/2017,2017,1,09:00 PM-10:00 PM,2.11,1.0,0.0,0.0,1.0,inf,0.0
Link 4,11/26/2017,2017,1,11:00 PM-12:00 AM,3.87,1.46,0.68,0.21,1.2,1.0,0.38
Link 4,12/03/2017,2017,1,12:00 AM-01:00 AM,2.32,1.54,0.42,0.22,1.26,0.52,0.43
Link 4,12/03/2017,2017,1,06:00 AM-07:00 AM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/03/2017,2017,1,08:00 AM-09:00 AM,1.85,1.49,0.39,0.26,1.18,inf,0.44
Link 4,12/03/2017,2017,1,09:00 AM-10:00 AM,2.33,1.76,0.61,0.36,1.3,4.57,0.64
Link 4,12/03/2017,2017,1,10:00 AM-11:00 AM,1.26,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/03/2017,2017,1,11:00 AM-12:00 PM,1.93,1.42,0.35,0.22,1.17,4.5,0.37
Link 4,12/03/2017,2017,1,12:00 PM-01:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/03/2017,2017,1,01:00 PM-02:00 PM,2.67,1.95,0.73,0.38,1.41,1.05,0.68
Link 4,12/03/2017,2017,1,04:00 PM-05:00 PM,3.82,2.11,1.13,0.42,1.48,1.0,0.75
Link 4,12/03/2017,2017,1,05:00 PM-06:00 PM,1.8,1.14,0.12,0.07,1.06,1.0,0.13
Link 4,12/03/2017,2017,1,06:00 PM-07:00 PM,1.44,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/03/2017,2017,1,07:00 PM-08:00 PM,2.11,1.46,0.42,0.25,1.17,inf,0.41
Link 4,12/03/2017,2017,1,11:00 PM-12:00 AM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,12:00 AM-01:00 AM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,01:00 AM-02:00 AM,1.17,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,04:00 AM-05:00 AM,2.52,1.09,0.12,0.05,1.04,1.0,0.09
Link 4,12/10/2017,2017,1,09:00 AM-10:00 AM,2.87,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,10:00 AM-11:00 AM,1.6,1.27,0.19,0.14,1.12,1.0,0.24
Link 4,12/10/2017,2017,1,11:00 AM-12:00 PM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,12:00 PM-01:00 PM,1.6,1.13,0.11,0.07,1.06,0.29,0.14
Link 4,12/10/2017,2017,1,01:00 PM-02:00 PM,1.5,1.03,0.03,0.02,1.01,1.0,0.03
Link 4,12/10/2017,2017,1,02:00 PM-03:00 PM,1.44,1.02,0.02,0.01,1.01,1.0,0.02
Link 4,12/10/2017,2017,1,03:00 PM-04:00 PM,4.72,1.87,1.24,0.36,1.38,1.0,0.63
Link 4,12/10/2017,2017,1,04:00 PM-05:00 PM,1.65,1.14,0.12,0.08,1.06,1.0,0.14
Link 4,12/10/2017,2017,1,05:00 PM-06:00 PM,1.62,1.02,0.01,0.01,1.01,0.0,0.02
Link 4,12/10/2017,2017,1,06:00 PM-07:00 PM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,07:00 PM-08:00 PM,1.29,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/10/2017,2017,1,09:00 PM-10:00 PM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,12:00 AM-01:00 AM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,04:00 AM-05:00 AM,1.5,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,05:00 AM-06:00 AM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,08:00 AM-09:00 AM,1.26,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,10:00 AM-11:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,11:00 AM-12:00 PM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,12:00 PM-01:00 PM,2.12,1.59,0.46,0.28,1.24,2.13,0.49
Link 4,12/17/2017,2017,1,02:00 PM-03:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,03:00 PM-04:00 PM,1.59,1.21,0.15,0.1,1.1,0.5,0.18
Link 4,12/17/2017,2017,1,04:00 PM-05:00 PM,6.32,3.68,2.74,0.76,2.09,10.96,2.39
Link 4,12/17/2017,2017,1,05:00 PM-06:00 PM,1.68,1.21,0.18,0.12,1.08,3.86,0.19
Link 4,12/17/2017,2017,1,06:00 PM-07:00 PM,1.71,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,07:00 PM-08:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/17/2017,2017,1,09:00 PM-10:00 PM,1.37,1.02,0.01,0.01,1.01,1.0,0.02
Link 4,12/17/2017,2017,1,10:00 PM-11:00 PM,1.44,1.17,0.11,0.08,1.09,0.16,0.17
Link 4,12/17/2017,2017,1,11:00 PM-12:00 AM,1.47,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,03:00 AM-04:00 AM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,04:00 AM-05:00 AM,1.54,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,05:00 AM-06:00 AM,3.72,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,07:00 AM-08:00 AM,1.26,1.01,0.01,0.01,1.01,1.0,0.01
Link 4,12/24/2017,2017,1,08:00 AM-09:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,09:00 AM-10:00 AM,2.23,1.32,0.31,0.16,1.14,1.0,0.28
Link 4,12/24/2017,2017,1,10:00 AM-11:00 AM,1.84,1.2,0.18,0.11,1.09,1.0,0.19
Link 4,12/24/2017,2017,1,11:00 AM-12:00 PM,1.57,1.17,0.13,0.09,1.08,1.0,0.16
Link 4,12/24/2017,2017,1,12:00 PM-01:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,01:00 PM-02:00 PM,1.57,1.11,0.09,0.06,1.04,1.48,0.1
Link 4,12/24/2017,2017,1,02:00 PM-03:00 PM,1.96,1.22,0.2,0.11,1.1,1.0,0.2
Link 4,12/24/2017,2017,1,03:00 PM-04:00 PM,1.29,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/24/2017,2017,1,04:00 PM-05:00 PM,13.67,9.3,8.58,1.69,3.46,133.35,6.52
Link 4,12/24/2017,2017,1,10:00 PM-11:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,05:00 AM-06:00 AM,2.53,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,06:00 AM-07:00 AM,1.26,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,07:00 AM-08:00 AM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,11:00 AM-12:00 PM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,01:00 PM-02:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,02:00 PM-03:00 PM,2.83,1.34,0.4,0.17,1.15,1.0,0.29
Link 4,12/31/2017,2017,1,03:00 PM-04:00 PM,1.26,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,04:00 PM-05:00 PM,1.46,1.15,0.11,0.08,1.06,1.3,0.14
Link 4,12/31/2017,2017,1,07:00 PM-08:00 PM,2.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,12/31/2017,2017,1,08:00 PM-09:00 PM,4.19,3.69,1.9,0.83,2.02,14.64,2.13
Link 4,12/31/2017,2017,1,10:00 PM-11:00 PM,2.39,1.4,0.38,0.19,1.17,1.0,0.34
Link 4,01/07/2018,2018,1,05:00 AM-06:00 AM,5.75,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,07:00 AM-08:00 AM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,09:00 AM-10:00 AM,2.4,1.25,0.26,0.12,1.12,0.43,0.24
Link 4,01/07/2018,2018,1,10:00 AM-11:00 AM,1.5,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,11:00 AM-12:00 PM,1.62,1.16,0.11,0.07,1.08,0.15,0.15
Link 4,01/07/2018,2018,1,12:00 PM-01:00 PM,1.98,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,02:00 PM-03:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,03:00 PM-04:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,04:00 PM-05:00 PM,1.4,1.05,0.04,0.03,1.02,1.0,0.05
Link 4,01/07/2018,2018,1,05:00 PM-06:00 PM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,07:00 PM-08:00 PM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,08:00 PM-09:00 PM,1.4,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/07/2018,2018,1,11:00 PM-12:00 AM,9.03,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,04:00 AM-05:00 AM,12.64,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,05:00 AM-06:00 AM,1.65,1.16,0.13,0.09,1.07,1.0,0.15
Link 4,01/14/2018,2018,1,06:00 AM-07:00 AM,1.58,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,07:00 AM-08:00 AM,1.24,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,08:00 AM-09:00 AM,1.32,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,09:00 AM-10:00 AM,2.58,1.74,0.74,0.4,1.24,5.55,0.6
Link 4,01/14/2018,2018,1,10:00 AM-11:00 AM,1.34,1.0,0.0,0.0,1.0,inf,0.0
Link 4,01/14/2018,2018,1,12:00 PM-01:00 PM,1.43,1.13,0.09,0.07,1.06,1.0,0.12
