LinkName,Date,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 1,07/15/2018,2018,1,04:00 PM-05:00 PM,2.11,1.56,0.38,0.22,1.28,0.4,0.39
Link 1,07/15/2018,2018,1,05:00 PM-06:00 PM,2.58,1.89,0.8,0.45,1.3,3.75,0.67
Link 1,07/15/2018,2018,1,06:00 PM-07:00 PM,3.83,2.48,1.56,0.69,1.47,6.07,1.14
Link 1,07/15/2018,2018,1,07:00 PM-08:00 PM,1.56,1.39,0.24,0.18,1.18,1.0,0.33
Link 1,07/15/2018,2018,1,08:00 PM-09:00 PM,2.07,1.53,0.46,0.29,1.19,3.31,0.48
Link 1,07/15/2018,2018,1,09:00 PM-10:00 PM,2.36,1.81,0.62,0.36,1.33,1.09,0.54
Link 1,07/15/2018,2018,1,10:00 PM-11:00 PM,1.91,1.48,0.4,0.27,1.17,2.02,0.36
Link 1,07/15/2018,2018,1,11:00 PM-12:00 AM,1.78,1.19,0.19,0.12,1.07,7.3,0.16
Link 1,07/22/2018,2018,1,12:00 AM-01:00 AM,2.09,1.73,0.5,0.32,1.32,1.44,0.56
Link 1,07/22/2018,2018,1,01:00 AM-02:00 AM,1.46,1.0,0.0,0.0,1.0,inf,0.0
Link 1,07/22/2018,2018,1,02:00 AM-03:00 AM,1.21,1.0,0.0,0.0,1.0,inf,0.0
Link 1,07/22/2018,2018,1,03:00 AM-04:00 AM,1.16,1.0,0.0,0.0,1.0,inf,0.0
Link 1,07/22/2018,2018,1,04:00 AM-05:00 AM,1.28,1.0,0.0,0.0,1.0,inf,0.0
Link 1,07/22/2018,2018,1,05:00 AM-06:00 AM,2.21,1.63,0.57,0.35,1.21,2.87,0.48
Link 1,07/22/2018,2018,1,06:00 AM-07:00 AM,1.96,1.37,0.28,0.16,1.18,0.38,0.29
Link 1,07/22/2018,2018,1,07:00 AM-08:00 AM,2.11,1.47,0.44,0.26,1.16,1.65,0.38
Link 1,07/22/2018,2018,1,08:00 AM-09:00 AM,2.12,1.73,0.6,0.39,1.24,3.53,0.63
Link 1,07/22/2018,2018,1,09:00 AM-10:00 AM,1.87,1.28,0.18,0.11,1.16,0.28,0.23
Link 1,07/22/2018,2018,1,10:00 AM-11:00 AM,1.88,1.59,0.45,0.32,1.21,5.13,0.48
Link 1,07/22/2018,2018,1,11:00 AM-12:00 PM,2.06,1.55,0.46,0.28,1.2,1.3,0.45
Link 1,07/22/2018,2018,1,12:00 PM-01:00 PM,1.76,1.35,0.22,0.14,1.19,0.33,0.29
Link 1,07/22/2018,2018,1,01:00 PM-02:00 PM,3.98,2.67,1.69,0.74,1.53,7.02,1.27
Link 1,07/22/2018,2018,1,02:00 PM-03:00 PM,2.76,2.01,1.0,0.57,1.28,6.28,0.89
Link 1,07/22/2018,2018,1,03:00 PM-04:00 PM,2.7,1.99,0.64,0.31,1.52,0.29,0.54
Link 1,07/22/2018,2018,1,04:00 PM-05:00 PM,1.97,1.47,0.38,0.24,1.19,1.11,0.41
Link 1,07/22/2018,2018,1,05:00 PM-06:00 PM,2.17,1.81,0.6,0.38,1.31,1.77,0.63
