LinkName,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 2,2017,5,01:00 PM-02:00 PM,4.19,2.87,1.93,0.85,1.55,3.24,1.03
Link 2,2017,5,02:00 PM-03:00 PM,4.19,2.87,1.92,0.84,1.56,2.87,0.94
Link 2,2017,5,03:00 PM-04:00 PM,3.7,2.42,1.4,0.61,1.5,2.0,0.79
Link 2,2017,5,04:00 PM-05:00 PM,4.49,2.99,2.02,0.82,1.65,2.44,1.09
Link 2,2017,5,05:00 PM-06:00 PM,10.47,6.5,7.2,2.2,2.03,5.46,2.13
Link 2,2017,5,06:00 PM-07:00 PM,5.71,3.73,3.07,1.16,1.72,3.33,1.22
Link 2,2017,5,07:00 PM-08:00 PM,4.02,2.87,1.8,0.81,1.59,2.07,0.88
Link 2,2017,5,08:00 PM-09:00 PM,3.42,2.49,1.44,0.73,1.44,4.0,1.06
Link 2,2017,5,09:00 PM-10:00 PM,4.06,2.74,1.77,0.77,1.55,3.64,1.13
Link 2,2017,5,10:00 PM-11:00 PM,3.46,2.56,1.42,0.7,1.51,2.9,0.85
Link 2,2017,3,12:00 AM-01:00 AM,7.42,5.53,5.03,2.11,1.78,9.21,2.41
Link 2,2017,3,09:00 PM-10:00 PM,4.54,3.18,2.2,0.94,1.64,2.94,1.08
Link 2,2017,3,10:00 PM-11:00 PM,3.31,2.47,1.41,0.74,1.42,2.73,0.9
Link 2,2017,5,02:00 AM-03:00 AM,2.42,1.8,0.75,0.45,1.24,2.39,0.56
Link 2,2017,4,03:00 AM-04:00 AM,1.82,1.36,0.27,0.17,1.16,0.71,0.28
Link 2,2017,3,03:00 AM-04:00 AM,2.23,1.66,0.45,0.26,1.32,1.02,0.47
Link 2,2017,4,04:00 AM-05:00 AM,2.49,1.86,0.79,0.47,1.27,1.36,0.43
Link 2,2017,5,04:00 AM-05:00 AM,2.51,1.79,0.78,0.45,1.23,1.45,0.57
Link 2,2017,5,11:00 PM-12:00 AM,2.71,1.99,0.92,0.51,1.32,2.74,0.7
Link 2,2017,5,01:00 AM-02:00 AM,2.96,2.32,1.1,0.59,1.46,4.66,0.8
Link 2,2018,3,05:00 AM-06:00 AM,4.19,3.13,2.01,0.92,1.63,3.17,0.96
Link 2,2018,3,07:00 AM-08:00 AM,6.28,4.0,3.41,1.19,1.83,3.04,1.33
Link 2,2018,3,08:00 AM-09:00 AM,6.63,4.02,3.77,1.31,1.74,2.84,1.25
Link 2,2018,3,09:00 AM-10:00 AM,6.98,4.45,4.31,1.61,1.7,3.68,1.22
Link 2,2018,3,10:00 AM-11:00 AM,4.09,2.8,1.85,0.82,1.54,2.53,0.86
Link 2,2018,3,11:00 AM-12:00 PM,3.61,2.36,1.37,0.62,1.46,2.4,0.72
Link 2,2018,3,12:00 PM-01:00 PM,4.32,2.83,1.95,0.82,1.55,2.84,0.88
Link 2,2018,3,01:00 PM-02:00 PM,5.24,3.59,2.94,1.27,1.58,3.64,1.13
Link 2,2018,3,02:00 PM-03:00 PM,3.86,2.64,1.52,0.65,1.61,2.34,0.93
Link 2,2018,3,03:00 PM-04:00 PM,4.97,3.32,2.49,1.0,1.66,2.45,0.93
Link 2,2018,3,04:00 PM-05:00 PM,5.71,3.64,2.85,1.0,1.82,2.66,1.22
Link 2,2018,3,05:00 PM-06:00 PM,8.98,5.87,5.86,1.88,2.04,4.99,1.96
Link 2,2018,3,06:00 PM-07:00 PM,6.28,4.21,3.75,1.48,1.7,5.14,1.26
Link 2,2018,3,07:00 PM-08:00 PM,5.24,3.84,2.89,1.23,1.72,2.74,1.18
Link 2,2018,3,08:00 PM-09:00 PM,3.14,2.29,1.11,0.55,1.48,2.62,0.81
Link 2,2018,3,09:00 PM-10:00 PM,4.83,3.22,2.45,1.03,1.58,2.73,1.07
Link 2,2018,3,10:00 PM-11:00 PM,3.54,2.7,1.39,0.65,1.64,3.62,0.85
Link 2,2018,3,11:00 PM-12:00 AM,4.89,3.42,2.49,1.04,1.68,3.84,1.23
Link 2,2018,4,12:00 AM-01:00 AM,3.6,2.69,1.6,0.8,1.49,3.58,0.81
Link 2,2018,4,01:00 AM-02:00 AM,2.13,1.68,0.56,0.35,1.24,1.44,0.46
Link 2,2018,4,05:00 AM-06:00 AM,4.41,3.15,2.37,1.16,1.46,6.38,1.1
Link 2,2018,4,06:00 AM-07:00 AM,13.67,9.76,10.2,2.94,2.48,10.08,3.44
Link 2,2018,4,07:00 AM-08:00 AM,7.85,4.88,4.75,1.53,1.93,3.04,1.39
Link 2,2018,4,08:00 AM-09:00 AM,6.98,4.34,4.11,1.43,1.79,2.24,1.15
Link 2,2018,4,09:00 AM-10:00 AM,6.98,4.45,4.27,1.58,1.73,3.58,1.2
Link 2,2018,4,10:00 AM-11:00 AM,5.24,3.59,2.79,1.14,1.68,4.11,1.24
Link 2,2018,4,11:00 AM-12:00 PM,4.15,2.84,1.86,0.81,1.57,2.35,0.85
Link 2,2018,4,12:00 PM-01:00 PM,5.24,3.49,2.86,1.2,1.59,3.83,1.19
Link 2,2018,4,01:00 PM-02:00 PM,3.93,2.69,1.67,0.74,1.55,2.51,0.83
Link 2,2018,4,02:00 PM-03:00 PM,5.71,3.81,3.2,1.28,1.67,3.78,1.26
Link 2,2018,4,03:00 PM-04:00 PM,5.71,3.91,3.16,1.24,1.75,4.4,1.36
Link 2,2018,4,04:00 PM-05:00 PM,6.0,4.0,3.28,1.2,1.81,2.79,1.2
Link 2,2018,4,05:00 PM-06:00 PM,8.58,5.6,5.49,1.77,2.02,4.05,1.67
Link 2,2018,4,06:00 PM-07:00 PM,5.71,3.81,2.88,1.02,1.88,4.21,1.55
Link 2,2018,4,07:00 PM-08:00 PM,6.42,4.55,3.98,1.63,1.73,4.42,1.29
Link 2,2018,4,08:00 PM-09:00 PM,4.25,3.01,2.14,1.01,1.49,2.97,0.91
Link 2,2018,4,09:00 PM-10:00 PM,3.7,2.7,1.51,0.69,1.6,2.03,1.07
Link 2,2018,4,10:00 PM-11:00 PM,3.65,2.61,1.55,0.74,1.5,3.74,0.8
Link 2,2018,4,11:00 PM-12:00 AM,6.74,4.81,4.33,1.8,1.72,4.13,1.31
Link 2,2018,5,01:00 AM-02:00 AM,2.57,2.04,0.93,0.56,1.3,2.67,0.62
Link 2,2018,5,04:00 AM-05:00 AM,2.51,1.75,0.73,0.41,1.24,2.94,0.58
Link 2,2018,5,05:00 AM-06:00 AM,3.94,2.94,1.72,0.78,1.66,3.35,1.0
Link 2,2018,5,06:00 AM-07:00 AM,9.73,6.8,6.74,2.25,2.09,5.56,1.97
Link 2,2018,5,07:00 AM-08:00 AM,7.85,4.76,4.69,1.49,1.91,4.04,1.56
Link 2,2018,5,08:00 AM-09:00 AM,5.24,3.25,2.5,0.91,1.7,2.64,1.2
Link 2,2018,5,09:00 AM-10:00 AM,4.83,3.22,2.27,0.89,1.7,2.93,1.1
Link 2,2018,5,10:00 AM-11:00 AM,4.49,3.08,2.18,0.94,1.59,2.69,0.96
Link 2,2018,5,11:00 AM-12:00 PM,3.97,2.72,1.67,0.73,1.57,2.82,1.01
Link 2,2018,5,12:00 PM-01:00 PM,3.7,2.47,1.32,0.55,1.59,2.32,0.82
Link 2,2018,5,01:00 PM-02:00 PM,6.05,4.15,3.33,1.22,1.87,2.7,1.16
Link 2,2018,5,02:00 PM-03:00 PM,3.8,2.61,1.43,0.6,1.63,2.21,0.96
Link 2,2018,5,03:00 PM-04:00 PM,5.24,3.59,2.79,1.14,1.68,2.51,1.0
Link 2,2018,5,04:00 PM-05:00 PM,6.28,4.1,3.44,1.21,1.85,3.33,1.31
Link 2,2018,5,05:00 PM-06:00 PM,12.57,7.81,8.86,2.38,2.31,6.04,2.62
Link 2,2018,5,06:00 PM-07:00 PM,7.68,5.02,4.77,1.64,1.9,4.74,1.73
Link 2,2018,5,07:00 PM-08:00 PM,6.39,4.41,3.76,1.43,1.82,3.55,1.18
Link 2,2018,5,08:00 PM-09:00 PM,3.7,2.64,1.55,0.72,1.54,2.24,0.89
Link 2,2018,5,09:00 PM-10:00 PM,4.19,2.87,2.02,0.93,1.49,3.32,1.19
Link 2,2018,5,11:00 PM-12:00 AM,3.31,2.37,1.31,0.66,1.43,2.09,0.8
Link 2,2018,3,01:00 AM-02:00 AM,9.65,7.58,7.07,2.74,2.03,12.47,2.4
Link 2,2018,3,02:00 AM-03:00 AM,12.57,8.79,9.28,2.82,2.3,31.4,4.13
Link 2,2018,3,04:00 AM-05:00 AM,2.86,2.09,0.97,0.51,1.38,1.89,0.48
Link 2,2018,3,06:00 AM-07:00 AM,12.57,8.79,9.13,2.65,2.41,6.92,2.81
Link 2,2018,4,04:00 AM-05:00 AM,4.06,2.84,1.9,0.88,1.51,3.78,0.69
Link 2,2018,5,03:00 AM-04:00 AM,2.17,1.62,0.48,0.29,1.26,0.97,0.53
Link 2,2018,5,10:00 PM-11:00 PM,4.19,3.12,2.11,1.01,1.55,3.55,1.12
Link 2,2018,4,03:00 AM-04:00 AM,1.97,1.4,0.31,0.19,1.18,1.95,0.35
Link 2,2018,5,12:00 AM-01:00 AM,3.31,2.42,0.86,0.35,1.79,2.97,0.91
Link 2,2018,3,12:00 AM-01:00 AM,4.49,3.6,2.43,1.18,1.65,2.38,0.88
Link 2,2018,4,02:00 AM-03:00 AM,2.16,1.57,0.21,0.11,1.42,0.99,0.37
Link 2,2018,3,03:00 AM-04:00 AM,2.42,1.61,0.58,0.31,1.23,1.3,0.27
Link 2,2018,5,02:00 AM-03:00 AM,11.78,8.14,8.99,3.22,1.93,8.15,1.46
Link 2,2019,3,04:00 AM-05:00 AM,5.75,4.14,3.43,1.48,1.67,2.63,0.61
Link 2,2019,3,05:00 AM-06:00 AM,10.46,7.53,7.39,2.41,2.21,8.82,2.8
Link 2,2019,3,07:00 AM-08:00 AM,6.28,3.69,3.37,1.16,1.71,3.04,1.24
Link 2,2019,3,09:00 AM-10:00 AM,7.84,5.21,5.06,1.82,1.85,3.62,1.46
Link 2,2019,3,10:00 AM-11:00 AM,4.48,3.01,2.03,0.83,1.64,3.46,1.14
Link 2,2019,3,11:00 AM-12:00 PM,5.23,3.66,2.83,1.18,1.68,2.94,1.12
Link 2,2019,3,01:00 PM-02:00 PM,5.82,3.91,3.14,1.17,1.8,3.02,1.25
Link 2,2019,3,02:00 PM-03:00 PM,4.83,3.09,2.25,0.88,1.65,1.98,0.9
Link 2,2019,3,03:00 PM-04:00 PM,5.71,3.83,3.12,1.21,1.74,3.22,1.23
Link 2,2019,3,04:00 PM-05:00 PM,6.28,4.21,3.54,1.29,1.84,3.22,1.23
Link 2,2019,3,05:00 PM-06:00 PM,8.97,5.86,5.81,1.84,2.07,5.07,1.97
Link 2,2019,3,06:00 PM-07:00 PM,15.69,10.25,12.19,3.48,2.29,5.53,2.2
Link 2,2019,3,07:00 PM-08:00 PM,8.97,5.86,6.05,2.07,1.91,6.98,2.14
Link 2,2019,3,08:00 PM-09:00 PM,9.15,6.42,6.27,2.18,2.02,4.69,1.8
Link 2,2019,3,09:00 PM-10:00 PM,4.48,3.13,2.09,0.88,1.67,2.81,1.09
Link 2,2019,4,05:00 AM-06:00 AM,7.62,5.6,4.92,1.82,1.99,6.94,2.24
Link 2,2019,4,06:00 AM-07:00 AM,6.97,4.87,4.23,1.54,1.92,4.76,1.52
Link 2,2019,4,07:00 AM-08:00 AM,5.8,3.41,2.93,1.02,1.68,1.89,0.96
