LinkName,Year,Day-of-the-week,Time-of-the-day,MinTT,TT10,TT15,TT25,TT50,AvgTT,TT85,TT90,TT95,MaxTT,StdDev
Link 3,2017,7,05:00 AM-06:00 AM,1.24,1.39,1.43,1.49,1.74,1.83,2.15,2.27,2.82,4.81,0.52
Link 3,2017,7,06:00 AM-07:00 AM,1.17,1.41,1.43,1.54,1.74,1.85,2.15,2.31,2.82,10.22,0.69
Link 3,2017,7,07:00 AM-08:00 AM,0.93,1.46,1.51,1.57,1.78,1.92,2.21,2.4,2.73,20.44,1.02
Link 3,2017,7,09:00 AM-10:00 AM,1.01,1.39,1.43,1.49,1.6,1.72,1.9,1.99,2.34,10.22,0.67
Link 3,2017,7,10:00 AM-11:00 AM,1.08,1.39,1.43,1.49,1.57,1.7,1.9,2.04,2.21,11.68,0.77
Link 3,2017,7,11:00 AM-12:00 PM,1.2,1.41,1.43,1.49,1.6,1.7,1.92,2.04,2.27,5.45,0.4
Link 3,2017,7,12:00 PM-01:00 PM,1.17,1.4,1.43,1.51,1.64,1.71,1.9,2.04,2.21,8.18,0.46
Link 3,2017,7,01:00 PM-02:00 PM,1.17,1.41,1.46,1.49,1.64,1.7,1.95,2.04,2.28,4.81,0.34
Link 3,2017,7,02:00 PM-03:00 PM,1.22,1.43,1.49,1.57,1.78,1.85,2.21,2.34,2.48,4.3,0.4
Link 3,2017,7,03:00 PM-04:00 PM,1.15,1.43,1.5,1.57,1.78,1.85,2.21,2.34,2.5,4.81,0.4
Link 3,2017,7,04:00 PM-05:00 PM,1.17,1.41,1.46,1.51,1.64,1.76,1.99,2.1,2.4,13.63,0.77
Link 3,2017,7,05:00 PM-06:00 PM,1.17,1.41,1.43,1.51,1.64,1.71,1.91,2.04,2.34,4.81,0.38
Link 3,2017,7,06:00 PM-07:00 PM,1.01,1.41,1.43,1.49,1.6,1.7,1.9,2.04,2.21,6.81,0.48
Link 3,2017,7,07:00 PM-08:00 PM,0.83,1.41,1.43,1.49,1.6,1.7,1.9,2.04,2.21,5.45,0.46
Link 3,2017,7,08:00 PM-09:00 PM,1.08,1.39,1.41,1.46,1.57,1.62,1.82,1.9,2.1,3.89,0.32
Link 3,2017,7,09:00 PM-10:00 PM,1.24,1.46,1.5,1.57,1.74,1.89,2.15,2.34,2.63,10.22,0.67
Link 3,2017,7,10:00 PM-11:00 PM,1.2,1.41,1.43,1.54,1.7,1.84,2.21,2.34,2.62,9.08,0.66
Link 3,2017,7,11:00 PM-12:00 AM,0.89,1.36,1.41,1.49,1.67,1.78,2.1,2.21,2.4,5.11,0.49
Link 3,2017,1,01:00 AM-02:00 AM,1.26,1.38,1.39,1.43,1.64,1.84,2.07,2.21,2.5,8.18,0.89
Link 3,2017,2,03:00 AM-04:00 AM,1.08,1.32,1.32,1.4,1.64,1.75,2.09,2.47,2.82,3.89,0.51
Link 3,2017,7,08:00 AM-09:00 AM,1.06,1.43,1.49,1.57,1.78,1.99,2.34,2.55,2.92,20.44,1.27
Link 3,2017,1,02:00 AM-03:00 AM,1.24,1.36,1.39,1.45,1.57,1.7,1.98,2.18,2.4,3.55,0.37
Link 3,2018,2,12:00 AM-01:00 AM,1.05,1.36,1.39,1.46,1.6,1.68,1.98,2.21,2.39,4.3,0.39
Link 3,2018,2,03:00 AM-04:00 AM,1.18,1.42,1.48,1.54,1.68,1.94,2.22,2.56,3.03,9.08,0.98
Link 3,2018,2,04:00 AM-05:00 AM,1.17,1.41,1.43,1.49,1.64,1.74,1.99,2.15,2.48,3.55,0.39
Link 3,2018,2,05:00 AM-06:00 AM,0.89,1.39,1.41,1.49,1.64,1.73,2.04,2.21,2.4,6.81,0.47
Link 3,2018,2,06:00 AM-07:00 AM,1.14,1.43,1.46,1.54,1.74,1.85,2.21,2.44,2.73,6.29,0.46
Link 3,2018,2,07:00 AM-08:00 AM,1.26,1.74,1.99,2.34,3.41,3.38,4.54,4.81,5.45,9.08,1.27
Link 3,2018,2,08:00 AM-09:00 AM,1.12,1.78,2.04,3.27,3.89,3.91,4.81,5.45,6.29,27.25,1.72
Link 3,2018,2,09:00 AM-10:00 AM,1.18,1.54,1.57,1.67,1.95,2.4,3.72,4.09,4.3,10.22,1.15
Link 3,2018,2,10:00 AM-11:00 AM,1.1,1.51,1.54,1.64,1.74,1.86,2.1,2.21,2.41,16.35,0.75
Link 3,2018,2,11:00 AM-12:00 PM,1.08,1.51,1.54,1.64,1.82,1.89,2.15,2.34,2.55,6.81,0.48
Link 3,2018,2,12:00 PM-01:00 PM,1.12,1.51,1.54,1.6,1.78,1.9,2.21,2.27,2.64,11.68,0.65
Link 3,2018,2,01:00 PM-02:00 PM,1.24,1.57,1.64,1.74,1.9,1.97,2.27,2.4,2.64,9.08,0.49
Link 3,2018,2,02:00 PM-03:00 PM,1.15,1.64,1.7,1.78,1.95,2.03,2.27,2.47,2.73,9.08,0.52
Link 3,2018,2,03:00 PM-04:00 PM,1.26,1.74,1.82,1.9,2.1,2.17,2.48,2.55,2.82,6.29,0.47
Link 3,2018,2,04:00 PM-05:00 PM,0.93,1.7,1.82,1.98,2.27,2.38,2.73,2.92,3.41,13.63,0.93
Link 3,2018,2,05:00 PM-06:00 PM,1.26,1.67,1.82,2.04,2.27,2.39,2.73,2.92,3.27,13.63,0.97
Link 3,2018,2,06:00 PM-07:00 PM,1.01,1.54,1.57,1.67,1.95,2.04,2.48,2.64,2.92,9.08,0.58
Link 3,2018,2,07:00 PM-08:00 PM,1.12,1.41,1.43,1.51,1.67,1.77,1.95,2.04,2.34,16.35,0.86
Link 3,2018,2,08:00 PM-09:00 PM,1.06,1.36,1.41,1.46,1.62,1.67,1.9,1.99,2.27,3.89,0.34
Link 3,2018,2,09:00 PM-10:00 PM,0.89,1.36,1.41,1.46,1.6,1.66,1.9,2.04,2.18,4.81,0.35
Link 3,2018,2,10:00 PM-11:00 PM,1.06,1.34,1.39,1.43,1.57,1.74,1.95,2.04,2.21,16.35,1.07
Link 3,2018,2,11:00 PM-12:00 AM,0.88,1.32,1.34,1.42,1.54,1.65,1.9,2.04,2.25,4.81,0.41
Link 3,2018,3,12:00 AM-01:00 AM,1.26,1.34,1.39,1.43,1.57,1.62,1.86,1.95,2.1,2.48,0.24
Link 3,2018,3,01:00 AM-02:00 AM,1.3,1.39,1.46,1.52,1.67,1.83,2.27,2.55,2.95,4.09,0.53
Link 3,2018,3,02:00 AM-03:00 AM,1.18,1.34,1.39,1.46,1.64,1.78,2.15,2.34,2.73,4.54,0.55
Link 3,2018,3,03:00 AM-04:00 AM,1.14,1.41,1.48,1.51,1.67,1.94,2.16,2.35,2.82,13.63,1.33
Link 3,2018,3,04:00 AM-05:00 AM,1.2,1.36,1.39,1.43,1.57,1.74,1.99,2.27,2.64,5.84,0.54
Link 3,2018,3,05:00 AM-06:00 AM,0.92,1.36,1.41,1.49,1.7,1.81,2.04,2.21,2.44,20.44,1.1
Link 3,2018,3,06:00 AM-07:00 AM,1.24,1.43,1.49,1.57,1.82,1.87,2.27,2.4,2.64,3.55,0.38
Link 3,2018,3,07:00 AM-08:00 AM,1.41,2.04,2.21,2.55,3.55,3.5,4.54,4.81,5.45,11.68,1.21
Link 3,2018,3,08:00 AM-09:00 AM,1.22,2.4,3.03,3.55,4.09,4.02,4.81,5.11,5.84,10.22,1.21
Link 3,2018,3,09:00 AM-10:00 AM,1.09,1.57,1.64,1.7,1.95,2.41,3.55,3.89,4.54,6.81,1.02
Link 3,2018,3,10:00 AM-11:00 AM,1.24,1.51,1.57,1.64,1.78,1.88,2.15,2.34,2.55,6.29,0.45
Link 3,2018,3,11:00 AM-12:00 PM,1.14,1.51,1.57,1.64,1.78,1.9,2.15,2.27,2.55,20.44,0.87
Link 3,2018,3,12:00 PM-01:00 PM,1.3,1.54,1.6,1.67,1.78,1.89,2.2,2.34,2.55,5.11,0.38
Link 3,2018,3,01:00 PM-02:00 PM,1.06,1.64,1.7,1.82,1.95,2.02,2.34,2.4,2.64,4.54,0.38
Link 3,2018,3,02:00 PM-03:00 PM,0.87,1.6,1.68,1.78,1.95,2.02,2.27,2.4,2.64,10.22,0.56
Link 3,2018,3,03:00 PM-04:00 PM,1.3,1.74,1.82,1.9,2.1,2.17,2.48,2.64,2.82,6.29,0.5
Link 3,2018,3,04:00 PM-05:00 PM,1.26,1.78,1.9,1.99,2.27,2.35,2.73,2.85,3.16,27.25,1.17
Link 3,2018,3,05:00 PM-06:00 PM,1.26,1.82,1.9,2.04,2.27,2.34,2.73,2.86,3.14,5.84,0.52
Link 3,2018,3,06:00 PM-07:00 PM,1.26,1.54,1.57,1.67,1.99,2.11,2.55,2.73,2.92,13.63,0.79
Link 3,2018,3,07:00 PM-08:00 PM,1.2,1.43,1.49,1.54,1.67,1.75,1.99,2.15,2.36,6.29,0.38
Link 3,2018,3,08:00 PM-09:00 PM,0.94,1.36,1.41,1.46,1.6,1.74,1.9,2.04,2.27,13.63,1.02
Link 3,2018,3,09:00 PM-10:00 PM,1.06,1.36,1.41,1.46,1.57,1.71,1.9,2.04,2.24,13.63,0.78
Link 3,2018,3,10:00 PM-11:00 PM,1.05,1.39,1.43,1.49,1.6,1.75,1.95,2.04,2.4,9.08,0.74
Link 3,2018,3,11:00 PM-12:00 AM,1.08,1.34,1.39,1.43,1.54,1.62,1.9,2.04,2.15,3.14,0.3
Link 3,2018,4,12:00 AM-01:00 AM,1.14,1.34,1.39,1.43,1.57,1.64,1.86,1.95,2.06,3.41,0.32
Link 3,2018,4,01:00 AM-02:00 AM,1.08,1.41,1.43,1.49,1.57,1.68,1.95,2.07,2.38,3.14,0.33
Link 3,2018,4,02:00 AM-03:00 AM,1.2,1.36,1.39,1.41,1.57,1.69,1.89,2.15,2.78,3.03,0.42
Link 3,2018,4,03:00 AM-04:00 AM,1.06,1.3,1.34,1.46,1.62,1.71,1.9,2.0,2.21,7.43,0.66
Link 3,2018,4,04:00 AM-05:00 AM,1.2,1.36,1.41,1.49,1.64,1.76,2.1,2.27,2.67,5.11,0.47
Link 3,2018,4,05:00 AM-06:00 AM,0.94,1.41,1.43,1.49,1.67,1.76,2.1,2.27,2.53,5.11,0.44
Link 3,2018,4,06:00 AM-07:00 AM,1.17,1.43,1.49,1.57,1.78,1.88,2.27,2.48,2.73,5.45,0.46
Link 3,2018,4,07:00 AM-08:00 AM,1.26,1.86,1.99,2.34,3.14,3.24,4.3,4.54,4.81,9.08,1.15
Link 3,2018,4,08:00 AM-09:00 AM,1.2,2.34,2.92,3.55,4.09,4.05,5.05,5.45,6.29,9.08,1.25
Link 3,2018,4,09:00 AM-10:00 AM,0.88,1.51,1.57,1.67,1.86,2.25,3.27,3.72,4.09,7.43,0.95
Link 3,2018,4,10:00 AM-11:00 AM,1.26,1.51,1.56,1.6,1.74,1.85,2.1,2.34,2.65,5.84,0.4
Link 3,2018,4,11:00 AM-12:00 PM,1.17,1.54,1.57,1.64,1.78,1.89,2.21,2.34,2.55,6.81,0.47
Link 3,2018,4,12:00 PM-01:00 PM,1.17,1.54,1.6,1.64,1.82,1.88,2.15,2.27,2.48,11.68,0.54
Link 3,2018,4,01:00 PM-02:00 PM,1.26,1.6,1.7,1.78,1.95,2.1,2.34,2.48,2.79,13.63,1.01
Link 3,2018,4,02:00 PM-03:00 PM,1.3,1.64,1.67,1.78,1.95,2.07,2.34,2.48,2.73,10.22,0.68
Link 3,2018,4,03:00 PM-04:00 PM,1.24,1.74,1.82,1.95,2.21,2.3,2.55,2.73,3.05,20.44,1.12
Link 3,2018,4,04:00 PM-05:00 PM,1.26,1.82,1.9,2.04,2.27,2.33,2.68,2.82,3.14,8.18,0.53
Link 3,2018,4,05:00 PM-06:00 PM,1.26,1.78,1.86,2.04,2.27,2.3,2.73,2.82,3.03,5.84,0.45
Link 3,2018,4,06:00 PM-07:00 PM,1.18,1.52,1.57,1.7,1.99,2.09,2.48,2.73,3.03,7.43,0.66
Link 3,2018,4,07:00 PM-08:00 PM,1.14,1.43,1.49,1.54,1.7,1.78,2.1,2.21,2.48,3.89,0.38
Link 3,2018,4,08:00 PM-09:00 PM,0.99,1.36,1.41,1.46,1.6,1.75,1.99,2.15,2.46,13.63,0.81
Link 3,2018,4,09:00 PM-10:00 PM,1.09,1.39,1.41,1.48,1.6,1.67,1.95,1.99,2.15,5.45,0.34
Link 3,2018,4,10:00 PM-11:00 PM,0.96,1.36,1.41,1.49,1.64,1.7,1.99,2.14,2.34,3.55,0.36
Link 3,2018,4,11:00 PM-12:00 AM,1.22,1.36,1.41,1.43,1.57,1.66,1.86,1.99,2.15,6.29,0.45
Link 3,2018,5,12:00 AM-01:00 AM,1.17,1.36,1.41,1.46,1.57,1.67,1.95,2.15,2.27,3.27,0.34
Link 3,2018,5,01:00 AM-02:00 AM,1.18,1.36,1.41,1.49,1.6,1.74,2.04,2.21,2.64,4.3,0.44
Link 3,2018,5,02:00 AM-03:00 AM,1.24,1.36,1.39,1.44,1.6,1.67,1.99,2.13,2.33,2.48,0.3
Link 3,2018,5,04:00 AM-05:00 AM,1.17,1.41,1.41,1.46,1.64,1.71,1.95,2.21,2.48,3.03,0.35
Link 3,2018,5,05:00 AM-06:00 AM,1.17,1.36,1.43,1.49,1.64,1.73,1.99,2.06,2.56,4.3,0.42
Link 3,2018,5,06:00 AM-07:00 AM,1.2,1.43,1.46,1.54,1.74,1.88,2.27,2.4,2.73,8.18,0.58
Link 3,2018,5,07:00 AM-08:00 AM,1.28,1.9,2.04,2.27,3.14,3.25,4.3,4.54,4.81,9.08,1.18
Link 3,2018,5,08:00 AM-09:00 AM,1.2,2.05,2.55,3.41,4.09,4.03,4.81,5.45,6.78,10.22,1.37
Link 3,2018,5,09:00 AM-10:00 AM,1.22,1.51,1.57,1.65,1.86,2.22,3.14,3.72,4.3,6.81,0.91
Link 3,2018,5,10:00 AM-11:00 AM,1.14,1.51,1.57,1.64,1.74,1.88,2.1,2.27,2.51,16.35,0.75
Link 3,2018,5,11:00 AM-12:00 PM,1.08,1.54,1.57,1.67,1.82,1.92,2.21,2.34,2.68,7.43,0.51
Link 3,2018,5,12:00 PM-01:00 PM,1.26,1.54,1.57,1.67,1.82,1.92,2.21,2.34,2.73,6.29,0.49
Link 3,2018,5,01:00 PM-02:00 PM,1.24,1.64,1.67,1.78,1.95,2.05,2.34,2.55,2.89,6.81,0.48
Link 3,2018,5,02:00 PM-03:00 PM,1.2,1.64,1.7,1.78,1.99,2.05,2.36,2.55,2.73,5.84,0.47
Link 3,2018,5,03:00 PM-04:00 PM,1.34,1.78,1.86,1.95,2.15,2.21,2.55,2.64,2.92,8.18,0.49
Link 3,2018,5,04:00 PM-05:00 PM,1.24,1.78,1.87,2.04,2.27,2.37,2.73,2.92,3.27,13.63,0.77
Link 3,2018,5,05:00 PM-06:00 PM,1.1,1.76,1.9,2.04,2.27,2.33,2.73,2.82,3.14,11.68,0.64
Link 3,2018,5,06:00 PM-07:00 PM,1.09,1.57,1.64,1.7,1.99,2.07,2.48,2.64,2.82,10.22,0.6
Link 3,2018,5,07:00 PM-08:00 PM,0.93,1.46,1.51,1.57,1.7,1.8,2.1,2.27,2.55,5.11,0.42
Link 3,2018,5,08:00 PM-09:00 PM,1.0,1.36,1.41,1.49,1.64,1.81,1.99,2.1,2.27,20.44,1.23
Link 3,2018,5,09:00 PM-10:00 PM,1.01,1.34,1.39,1.49,1.6,1.68,1.99,2.1,2.26,3.72,0.34
Link 3,2018,5,10:00 PM-11:00 PM,1.14,1.36,1.41,1.49,1.6,1.69,1.95,2.1,2.43,3.89,0.37
Link 3,2018,5,11:00 PM-12:00 AM,1.02,1.39,1.41,1.43,1.54,1.63,1.86,1.95,2.02,5.84,0.4
Link 3,2018,6,12:00 AM-01:00 AM,1.0,1.34,1.39,1.43,1.6,1.63,1.9,1.99,2.13,2.64,0.27
Link 3,2018,6,01:00 AM-02:00 AM,1.02,1.41,1.43,1.49,1.64,1.77,2.15,2.34,2.64,4.3,0.46
Link 3,2018,6,02:00 AM-03:00 AM,1.08,1.39,1.42,1.43,1.6,1.72,2.1,2.21,2.45,3.14,0.38
Link 3,2018,6,03:00 AM-04:00 AM,1.12,1.39,1.42,1.49,1.64,1.77,2.21,2.29,2.73,3.41,0.44
Link 3,2018,6,04:00 AM-05:00 AM,1.22,1.34,1.36,1.43,1.54,1.7,1.95,1.99,2.21,13.63,0.97
Link 3,2018,6,05:00 AM-06:00 AM,1.14,1.36,1.41,1.46,1.6,1.72,2.04,2.21,2.48,4.81,0.44
Link 3,2018,6,06:00 AM-07:00 AM,1.09,1.41,1.44,1.54,1.74,1.86,2.21,2.4,2.73,9.08,0.56
Link 3,2018,6,07:00 AM-08:00 AM,1.24,1.7,1.82,2.04,2.73,2.93,4.09,4.3,4.81,9.08,1.17
Link 3,2018,6,08:00 AM-09:00 AM,1.32,1.57,1.64,1.9,3.14,3.17,4.54,4.81,5.45,10.22,1.36
Link 3,2018,6,09:00 AM-10:00 AM,1.22,1.46,1.51,1.6,1.78,1.89,2.21,2.4,2.73,5.84,0.48
Link 3,2018,6,10:00 AM-11:00 AM,0.9,1.51,1.54,1.64,1.74,1.84,2.1,2.21,2.48,5.84,0.4
Link 3,2018,6,11:00 AM-12:00 PM,1.22,1.54,1.57,1.67,1.82,1.92,2.21,2.34,2.55,20.44,0.9
Link 3,2018,6,12:00 PM-01:00 PM,1.18,1.54,1.57,1.65,1.82,1.94,2.21,2.34,2.73,9.08,0.57
Link 3,2018,6,01:00 PM-02:00 PM,1.15,1.67,1.7,1.82,1.99,2.19,2.4,2.64,2.92,27.25,1.48
Link 3,2018,6,02:00 PM-03:00 PM,1.24,1.67,1.74,1.82,2.04,2.16,2.4,2.55,3.03,20.44,0.95
Link 3,2018,6,03:00 PM-04:00 PM,1.3,1.8,1.86,1.99,2.21,2.33,2.73,3.03,3.41,7.43,0.61
Link 3,2018,6,04:00 PM-05:00 PM,1.26,1.84,1.96,2.1,2.34,2.47,2.92,3.14,3.55,8.18,0.67
Link 3,2018,6,05:00 PM-06:00 PM,1.32,1.78,1.9,2.1,2.34,2.41,2.82,3.03,3.55,5.45,0.58
Link 3,2018,6,06:00 PM-07:00 PM,1.3,1.56,1.64,1.7,1.99,2.14,2.55,2.82,3.03,20.44,1.01
Link 3,2018,6,07:00 PM-08:00 PM,1.0,1.39,1.46,1.54,1.7,1.85,1.99,2.15,2.38,20.44,1.22
Link 3,2018,6,08:00 PM-09:00 PM,1.09,1.41,1.46,1.54,1.64,1.73,1.99,2.15,2.48,3.27,0.35
Link 3,2018,6,09:00 PM-10:00 PM,1.12,1.39,1.43,1.49,1.64,1.8,1.99,2.1,2.24,27.25,1.49
Link 3,2018,6,10:00 PM-11:00 PM,1.24,1.36,1.41,1.49,1.64,1.72,1.99,2.21,2.4,3.72,0.36
Link 3,2018,6,11:00 PM-12:00 AM,1.15,1.36,1.39,1.43,1.64,1.72,1.96,2.04,2.41,5.84,0.49
Link 3,2018,7,12:00 AM-01:00 AM,1.08,1.36,1.41,1.46,1.67,1.76,2.04,2.22,2.64,4.81,0.45
Link 3,2018,7,01:00 AM-02:00 AM,1.06,1.41,1.43,1.48,1.6,1.86,2.0,2.27,2.73,16.35,1.45
Link 3,2018,7,03:00 AM-04:00 AM,1.05,1.32,1.39,1.43,1.64,1.71,2.04,2.23,2.5,3.03,0.37
Link 3,2018,7,04:00 AM-05:00 AM,1.22,1.39,1.41,1.44,1.62,1.71,1.92,2.04,2.23,4.3,0.46
Link 3,2018,7,05:00 AM-06:00 AM,1.17,1.36,1.41,1.46,1.64,1.75,2.1,2.16,2.41,5.84,0.49
Link 3,2018,7,06:00 AM-07:00 AM,1.17,1.39,1.41,1.49,1.64,1.76,2.03,2.21,2.42,9.08,0.6
Link 3,2018,7,07:00 AM-08:00 AM,1.17,1.41,1.46,1.51,1.7,1.76,2.04,2.15,2.34,4.09,0.36
Link 3,2018,7,08:00 AM-09:00 AM,1.17,1.41,1.43,1.51,1.7,1.79,2.1,2.21,2.55,4.81,0.47
Link 3,2018,7,09:00 AM-10:00 AM,1.24,1.39,1.41,1.49,1.6,1.67,1.86,1.93,2.12,5.84,0.43
Link 3,2018,7,10:00 AM-11:00 AM,1.12,1.39,1.43,1.49,1.64,1.71,1.95,2.1,2.27,5.84,0.39
Link 3,2018,7,11:00 AM-12:00 PM,0.87,1.39,1.43,1.49,1.64,1.76,1.95,2.1,2.34,16.35,0.87
Link 3,2018,7,12:00 PM-01:00 PM,1.1,1.41,1.43,1.51,1.67,1.77,1.99,2.15,2.38,8.18,0.56
Link 3,2018,7,01:00 PM-02:00 PM,1.22,1.41,1.46,1.54,1.64,1.76,2.04,2.21,2.44,8.18,0.49
Link 3,2018,7,02:00 PM-03:00 PM,1.2,1.43,1.46,1.54,1.78,1.88,2.27,2.41,2.64,4.09,0.45
Link 3,2018,7,03:00 PM-04:00 PM,1.0,1.43,1.49,1.57,1.82,1.99,2.27,2.4,2.64,27.25,1.55
Link 3,2018,7,04:00 PM-05:00 PM,1.22,1.41,1.45,1.51,1.64,1.87,1.95,2.04,2.4,20.44,1.51
Link 3,2018,7,05:00 PM-06:00 PM,1.09,1.41,1.46,1.51,1.67,1.74,1.99,2.1,2.36,4.09,0.37
Link 3,2018,7,06:00 PM-07:00 PM,1.18,1.37,1.43,1.49,1.64,1.72,1.93,2.04,2.26,13.63,0.74
Link 3,2018,7,07:00 PM-08:00 PM,1.06,1.36,1.41,1.46,1.6,1.7,1.95,1.99,2.34,4.81,0.45
Link 3,2018,7,08:00 PM-09:00 PM,1.22,1.34,1.39,1.43,1.54,1.66,1.86,1.99,2.21,6.29,0.47
Link 3,2018,7,09:00 PM-10:00 PM,0.87,1.39,1.41,1.49,1.67,1.79,2.1,2.34,2.53,6.29,0.55
Link 3,2018,7,10:00 PM-11:00 PM,1.03,1.36,1.43,1.51,1.7,1.82,2.22,2.35,2.48,7.43,0.55
Link 3,2018,7,11:00 PM-12:00 AM,1.24,1.39,1.42,1.49,1.64,1.75,2.01,2.15,2.28,6.29,0.54
Link 3,2018,1,12:00 AM-01:00 AM,1.1,1.34,1.41,1.43,1.57,1.64,1.95,2.04,2.34,3.03,0.32
Link 3,2018,1,01:00 AM-02:00 AM,0.93,1.34,1.38,1.41,1.57,1.64,1.95,2.09,2.24,2.4,0.3
Link 3,2018,1,02:00 AM-03:00 AM,1.1,1.33,1.34,1.41,1.54,1.61,1.9,1.96,2.17,2.4,0.3
Link 3,2018,1,04:00 AM-05:00 AM,1.01,1.34,1.39,1.46,1.57,1.7,2.04,2.13,2.36,3.41,0.42
Link 3,2018,1,05:00 AM-06:00 AM,1.18,1.34,1.36,1.43,1.57,1.82,1.96,2.11,2.34,20.44,1.74
Link 3,2018,1,06:00 AM-07:00 AM,1.18,1.36,1.41,1.46,1.64,1.77,1.99,2.15,2.52,16.35,1.04
Link 3,2018,1,07:00 AM-08:00 AM,1.15,1.39,1.41,1.49,1.64,1.76,1.99,2.1,2.22,11.68,0.73
Link 3,2018,1,08:00 AM-09:00 AM,1.14,1.36,1.41,1.46,1.6,1.76,2.04,2.15,2.34,13.63,0.85
Link 3,2018,1,09:00 AM-10:00 AM,1.08,1.32,1.36,1.41,1.57,1.71,1.9,2.04,2.34,16.35,1.02
Link 3,2018,1,10:00 AM-11:00 AM,1.1,1.32,1.36,1.43,1.57,1.7,1.9,1.99,2.32,11.68,0.77
Link 3,2018,1,11:00 AM-12:00 PM,1.22,1.36,1.41,1.48,1.6,1.69,1.86,2.04,2.4,4.81,0.45
Link 3,2018,1,12:00 PM-01:00 PM,1.15,1.36,1.41,1.46,1.6,1.67,1.9,1.99,2.21,4.81,0.34
Link 3,2018,1,01:00 PM-02:00 PM,0.96,1.37,1.41,1.46,1.57,1.67,1.9,1.99,2.15,6.29,0.45
Link 3,2018,1,02:00 PM-03:00 PM,1.18,1.41,1.43,1.54,1.74,1.86,2.21,2.34,2.55,13.63,0.7
Link 3,2018,1,03:00 PM-04:00 PM,1.02,1.43,1.46,1.57,1.78,1.87,2.27,2.4,2.73,6.81,0.48
Link 3,2018,1,04:00 PM-05:00 PM,0.93,1.36,1.41,1.46,1.6,1.67,1.95,1.99,2.27,4.3,0.34
Link 3,2018,1,05:00 PM-06:00 PM,1.03,1.36,1.41,1.49,1.6,1.65,1.9,1.95,2.14,4.54,0.31
Link 3,2018,1,06:00 PM-07:00 PM,1.08,1.36,1.41,1.46,1.6,1.65,1.82,1.95,2.21,6.81,0.4
Link 3,2018,1,07:00 PM-08:00 PM,1.14,1.36,1.39,1.46,1.6,1.74,1.95,2.04,2.34,20.44,1.12
Link 3,2018,1,08:00 PM-09:00 PM,1.15,1.36,1.41,1.46,1.6,1.66,1.9,2.04,2.16,3.41,0.32
Link 3,2018,1,09:00 PM-10:00 PM,0.97,1.39,1.43,1.51,1.67,1.77,2.15,2.27,2.44,5.11,0.44
Link 3,2018,1,10:00 PM-11:00 PM,1.18,1.39,1.43,1.51,1.67,1.77,2.15,2.3,2.48,6.29,0.46
Link 3,2018,1,11:00 PM-12:00 AM,1.12,1.36,1.41,1.46,1.6,1.77,2.04,2.15,2.48,11.68,0.83
Link 3,2018,2,01:00 AM-02:00 AM,1.2,1.38,1.41,1.43,1.56,1.68,1.9,2.06,2.32,5.11,0.5
Link 3,2018,2,02:00 AM-03:00 AM,0.92,1.34,1.39,1.41,1.54,1.84,2.0,2.34,3.27,9.08,1.14
Link 3,2018,5,03:00 AM-04:00 AM,1.17,1.31,1.34,1.43,1.7,1.86,2.16,2.23,2.51,10.22,0.99
Link 3,2018,7,02:00 AM-03:00 AM,1.06,1.39,1.42,1.49,1.6,1.82,1.98,2.14,2.71,10.22,1.05
Link 3,2018,1,03:00 AM-04:00 AM,1.15,1.36,1.38,1.43,1.57,1.65,1.86,1.94,2.08,4.09,0.41
Link 3,2019,3,01:00 AM-02:00 AM,1.23,1.33,1.38,1.43,1.54,1.63,1.99,2.04,2.29,2.91,0.33
Link 3,2019,3,03:00 AM-04:00 AM,1.27,1.36,1.41,1.48,1.6,1.88,2.35,2.54,3.2,6.26,0.8
Link 3,2019,3,04:00 AM-05:00 AM,1.0,1.39,1.43,1.48,1.63,1.74,2.04,2.14,2.37,4.79,0.46
Link 3,2019,3,05:00 AM-06:00 AM,1.18,1.38,1.43,1.48,1.63,1.79,2.04,2.26,2.63,11.63,0.75
Link 3,2019,3,06:00 AM-07:00 AM,1.27,1.48,1.54,1.63,1.89,2.03,2.63,2.81,3.13,4.79,0.56
Link 3,2019,3,07:00 AM-08:00 AM,1.2,2.14,2.26,2.81,3.7,3.68,4.52,5.09,5.81,10.18,1.32
Link 3,2019,3,08:00 AM-09:00 AM,1.2,2.91,3.26,3.7,4.28,4.24,5.09,5.43,6.78,11.63,1.27
Link 3,2019,3,09:00 AM-10:00 AM,1.23,1.54,1.6,1.7,1.99,2.46,3.7,4.07,4.52,9.04,1.14
Link 3,2019,3,10:00 AM-11:00 AM,1.27,1.54,1.57,1.63,1.81,1.89,2.11,2.26,2.47,10.18,0.6
Link 3,2019,3,11:00 AM-12:00 PM,1.2,1.54,1.6,1.66,1.81,1.87,2.14,2.26,2.54,5.81,0.39
Link 3,2019,3,12:00 PM-01:00 PM,1.25,1.51,1.57,1.63,1.77,1.88,2.2,2.33,2.57,4.52,0.38
Link 3,2019,3,01:00 PM-02:00 PM,1.27,1.6,1.7,1.77,1.99,2.03,2.34,2.47,2.81,5.81,0.45
Link 3,2019,3,02:00 PM-03:00 PM,1.16,1.64,1.7,1.81,1.99,2.09,2.38,2.47,2.81,16.28,0.78
Link 3,2019,3,03:00 PM-04:00 PM,1.27,1.77,1.85,1.94,2.2,2.27,2.56,2.81,3.01,8.14,0.66
