LinkName,Year,Day-of-the-week,Time-of-the-day,MinTT,TT10,TT15,TT25,TT50,AvgTT,TT85,TT90,TT95,MaxTT,StdDev
Link 4,2017,4,11:00 AM-12:00 PM,1.19,1.37,1.4,1.48,1.66,1.85,2.11,2.26,2.87,15.8,1.0
Link 4,2017,4,12:00 PM-01:00 PM,1.19,1.37,1.4,1.5,1.62,1.82,2.11,2.26,2.57,15.8,0.98
Link 4,2017,4,01:00 PM-02:00 PM,1.07,1.4,1.44,1.5,1.66,2.01,2.34,2.63,3.33,15.8,1.28
Link 4,2017,4,02:00 PM-03:00 PM,1.11,1.37,1.44,1.54,1.71,1.86,2.18,2.37,2.71,7.9,0.64
Link 4,2017,4,03:00 PM-04:00 PM,1.15,1.4,1.47,1.58,1.76,2.05,2.39,2.53,3.3,21.07,1.48
Link 4,2017,4,04:00 PM-05:00 PM,1.11,1.47,1.54,1.62,1.86,2.31,2.63,3.01,3.72,21.07,1.94
Link 4,2017,4,05:00 PM-06:00 PM,1.19,1.44,1.5,1.66,2.04,2.78,3.72,4.94,7.02,15.8,2.11
Link 4,2017,4,06:00 PM-07:00 PM,1.19,1.4,1.44,1.5,1.66,1.94,2.26,2.63,3.22,10.53,0.94
Link 4,2017,4,07:00 PM-08:00 PM,1.15,1.34,1.44,1.5,1.66,1.8,2.06,2.28,2.79,4.51,0.51
Link 4,2017,4,09:00 PM-10:00 PM,1.26,1.34,1.37,1.44,1.58,1.71,2.11,2.34,2.53,3.51,0.45
Link 4,2017,4,11:00 PM-12:00 AM,1.09,1.26,1.29,1.4,1.47,1.95,1.91,1.96,2.23,21.07,2.78
Link 4,2017,5,01:00 AM-02:00 AM,1.11,1.34,1.4,1.54,1.62,1.73,1.86,1.92,2.5,4.51,0.55
Link 4,2017,5,02:00 AM-03:00 AM,1.29,1.37,1.44,1.47,1.58,1.71,2.04,2.17,2.43,3.01,0.38
Link 4,2017,5,03:00 AM-04:00 AM,1.11,1.24,1.27,1.4,1.58,1.73,2.11,2.26,2.82,3.72,0.51
Link 4,2017,5,05:00 AM-06:00 AM,1.09,1.28,1.32,1.37,1.58,1.68,2.08,2.21,2.65,2.87,0.42
Link 4,2017,5,06:00 AM-07:00 AM,1.13,1.34,1.34,1.4,1.58,1.79,2.18,2.43,3.01,7.02,0.68
Link 4,2017,5,07:00 AM-08:00 AM,1.19,1.46,1.5,1.58,1.98,2.62,3.57,4.21,6.32,15.8,1.93
Link 4,2017,5,08:00 AM-09:00 AM,1.05,1.44,1.47,1.58,1.81,2.24,2.75,3.16,4.51,10.53,1.33
Link 4,2017,5,09:00 AM-10:00 AM,1.09,1.34,1.4,1.5,1.71,1.91,2.34,2.48,3.16,21.07,1.24
Link 4,2017,5,10:00 AM-11:00 AM,1.22,1.34,1.4,1.47,1.62,1.79,2.11,2.18,2.87,7.02,0.6
Link 4,2017,5,11:00 AM-12:00 PM,1.05,1.34,1.4,1.47,1.66,2.03,2.23,2.53,3.25,21.07,1.79
Link 4,2017,5,12:00 PM-01:00 PM,1.17,1.34,1.4,1.47,1.66,1.98,2.34,2.53,3.51,15.8,1.25
Link 4,2017,5,01:00 PM-02:00 PM,1.07,1.4,1.47,1.5,1.71,1.94,2.26,2.53,2.87,10.53,0.87
Link 4,2017,5,02:00 PM-03:00 PM,1.13,1.39,1.42,1.5,1.71,2.05,2.43,2.75,3.6,15.8,1.44
Link 4,2017,5,03:00 PM-04:00 PM,1.19,1.44,1.5,1.58,1.81,2.17,2.43,2.75,3.72,21.07,1.83
Link 4,2017,5,04:00 PM-05:00 PM,1.15,1.44,1.5,1.62,1.86,2.23,2.75,3.16,3.72,15.8,1.39
Link 4,2017,5,05:00 PM-06:00 PM,1.19,1.47,1.54,1.66,2.04,2.43,3.16,3.72,4.21,12.64,1.31
Link 4,2017,5,06:00 PM-07:00 PM,1.02,1.37,1.4,1.48,1.71,2.15,2.43,2.86,3.33,21.07,2.03
Link 4,2017,5,07:00 PM-08:00 PM,1.11,1.33,1.37,1.44,1.58,1.65,1.86,1.98,2.11,5.27,0.43
Link 4,2017,5,08:00 PM-09:00 PM,1.26,1.34,1.4,1.45,1.62,1.83,2.11,2.18,2.84,5.75,0.75
Link 4,2017,6,12:00 AM-01:00 AM,1.26,1.34,1.34,1.4,1.5,1.63,1.88,1.98,2.1,4.51,0.42
Link 4,2017,6,01:00 AM-02:00 AM,1.15,1.31,1.34,1.4,1.5,1.54,1.81,1.86,1.86,1.92,0.2
Link 4,2017,6,03:00 AM-04:00 AM,1.19,1.4,1.42,1.47,1.62,1.77,2.08,2.24,2.51,3.33,0.43
Link 4,2017,6,04:00 AM-05:00 AM,1.19,1.32,1.34,1.4,1.52,1.97,2.25,2.51,2.63,9.03,1.42
Link 4,2017,6,05:00 AM-06:00 AM,1.19,1.29,1.33,1.38,1.56,1.87,1.98,2.63,2.95,12.64,1.44
Link 4,2017,6,06:00 AM-07:00 AM,1.02,1.32,1.34,1.4,1.54,1.78,2.05,2.41,2.93,15.8,1.06
Link 4,2017,6,07:00 AM-08:00 AM,1.22,1.4,1.47,1.54,1.86,2.32,3.01,3.72,4.86,15.8,1.56
Link 4,2017,6,08:00 AM-09:00 AM,1.13,1.4,1.44,1.54,1.71,2.09,2.53,2.87,3.72,21.07,1.52
Link 4,2017,6,09:00 AM-10:00 AM,1.17,1.37,1.4,1.5,1.62,1.85,2.18,2.34,2.75,10.53,0.94
Link 4,2017,6,10:00 AM-11:00 AM,1.19,1.34,1.38,1.44,1.58,1.74,1.92,2.11,2.43,12.64,0.83
Link 4,2017,6,11:00 AM-12:00 PM,1.13,1.4,1.44,1.5,1.66,1.85,2.18,2.43,2.87,7.02,0.74
Link 4,2017,6,12:00 PM-01:00 PM,1.22,1.37,1.4,1.47,1.62,1.8,2.18,2.34,2.75,5.75,0.53
Link 4,2017,6,01:00 PM-02:00 PM,1.09,1.4,1.44,1.5,1.76,2.02,2.34,2.63,3.33,21.07,1.42
Link 4,2017,6,02:00 PM-03:00 PM,1.13,1.4,1.44,1.54,1.76,1.97,2.34,2.63,3.01,10.53,0.85
Link 4,2017,6,03:00 PM-04:00 PM,1.15,1.4,1.5,1.58,1.76,2.07,2.53,2.75,3.33,15.8,1.26
Link 4,2017,6,04:00 PM-05:00 PM,1.19,1.4,1.47,1.58,1.81,2.25,2.75,3.28,4.51,12.64,1.48
Link 4,2017,6,05:00 PM-06:00 PM,1.17,1.44,1.5,1.58,1.86,2.15,2.53,2.75,3.51,15.8,1.35
Link 4,2017,6,06:00 PM-07:00 PM,1.09,1.34,1.4,1.44,1.62,1.78,2.11,2.34,2.84,7.9,0.68
Link 4,2017,6,07:00 PM-08:00 PM,1.13,1.33,1.4,1.44,1.58,1.88,2.04,2.11,2.89,15.8,1.5
Link 4,2017,6,08:00 PM-09:00 PM,1.09,1.32,1.37,1.47,1.62,1.69,2.04,2.11,2.18,3.51,0.36
Link 4,2017,6,09:00 PM-10:00 PM,0.93,1.3,1.34,1.4,1.54,1.71,1.98,2.29,2.63,5.75,0.67
Link 4,2017,7,03:00 AM-04:00 AM,1.11,1.37,1.41,1.5,1.62,1.76,2.16,2.36,2.82,2.87,0.43
Link 4,2017,7,05:00 AM-06:00 AM,1.17,1.32,1.34,1.4,1.58,1.77,2.36,2.63,3.04,3.72,0.56
Link 4,2017,7,06:00 AM-07:00 AM,1.07,1.28,1.32,1.34,1.5,1.65,1.89,2.37,2.89,3.72,0.52
Link 4,2017,7,07:00 AM-08:00 AM,1.13,1.29,1.37,1.44,1.64,1.77,2.18,2.27,2.63,6.32,0.57
Link 4,2017,7,08:00 AM-09:00 AM,1.13,1.29,1.32,1.4,1.58,1.82,2.04,2.38,2.87,10.53,1.03
Link 4,2017,7,09:00 AM-10:00 AM,1.07,1.31,1.34,1.4,1.54,1.75,1.92,1.98,3.63,5.75,0.79
Link 4,2017,7,10:00 AM-11:00 AM,1.11,1.3,1.34,1.4,1.58,1.91,2.35,2.75,4.21,7.02,1.04
Link 4,2017,7,11:00 AM-12:00 PM,1.07,1.34,1.37,1.44,1.54,1.73,2.11,2.18,2.63,4.86,0.58
Link 4,2017,7,02:00 PM-03:00 PM,1.19,1.32,1.34,1.4,1.62,1.74,1.98,2.29,2.9,3.95,0.52
Link 4,2017,7,03:00 PM-04:00 PM,1.09,1.32,1.35,1.44,1.62,1.85,2.34,2.65,3.26,5.27,0.72
Link 4,2017,7,05:00 PM-06:00 PM,0.93,1.29,1.32,1.4,1.5,1.63,1.87,1.98,2.21,4.86,0.51
Link 4,2017,7,08:00 PM-09:00 PM,1.26,1.34,1.37,1.42,1.62,1.7,1.95,2.04,2.53,3.33,0.4
Link 4,2017,1,12:00 AM-01:00 AM,1.26,1.44,1.44,1.5,1.62,1.65,1.87,1.95,2.18,2.34,0.25
Link 4,2017,1,07:00 AM-08:00 AM,1.11,1.19,1.22,1.31,1.47,1.59,1.86,2.18,2.6,4.51,0.53
Link 4,2017,1,08:00 AM-09:00 AM,1.13,1.22,1.24,1.26,1.37,1.56,1.82,2.11,2.63,3.95,0.55
Link 4,2017,1,09:00 AM-10:00 AM,0.83,1.25,1.26,1.34,1.44,1.68,1.98,2.43,2.75,5.27,0.67
Link 4,2017,1,11:00 AM-12:00 PM,1.17,1.34,1.34,1.4,1.58,1.71,2.18,2.26,2.5,3.33,0.43
Link 4,2017,1,03:00 PM-04:00 PM,1.09,1.25,1.32,1.37,1.54,2.02,2.34,3.07,4.59,12.64,1.53
Link 4,2017,1,06:00 PM-07:00 PM,1.15,1.32,1.37,1.42,1.54,1.69,2.03,2.15,2.43,5.27,0.52
Link 4,2017,1,07:00 PM-08:00 PM,1.17,1.3,1.34,1.37,1.54,1.66,2.05,2.18,2.34,4.51,0.51
Link 4,2017,1,10:00 PM-11:00 PM,1.13,1.15,1.23,1.31,1.4,1.62,1.93,2.43,2.87,3.72,0.59
Link 4,2017,2,12:00 AM-01:00 AM,1.29,1.39,1.4,1.44,1.6,1.68,1.83,1.9,2.18,3.33,0.44
Link 4,2017,2,01:00 AM-02:00 AM,0.7,1.29,1.36,1.42,1.54,1.64,1.94,2.14,2.27,2.87,0.38
Link 4,2017,2,03:00 AM-04:00 AM,1.17,1.37,1.4,1.48,1.6,1.71,1.98,2.2,2.53,3.01,0.39
Link 4,2017,2,01:00 PM-02:00 PM,1.09,1.36,1.4,1.5,1.71,1.99,2.34,2.63,3.1,15.8,1.31
Link 4,2017,2,03:00 PM-04:00 PM,0.74,1.4,1.46,1.51,1.71,1.99,2.34,2.63,3.67,15.8,1.16
Link 4,2017,2,04:00 PM-05:00 PM,1.11,1.44,1.47,1.58,1.81,2.1,2.63,2.87,3.73,10.53,0.95
Link 4,2017,2,09:00 PM-10:00 PM,0.93,1.33,1.38,1.44,1.58,1.73,2.06,2.18,2.77,3.72,0.51
Link 4,2017,4,03:00 AM-04:00 AM,0.96,1.35,1.37,1.44,1.58,1.86,2.2,2.41,3.92,5.27,0.87
Link 4,2017,4,10:00 PM-11:00 PM,1.02,1.29,1.32,1.39,1.54,1.74,2.04,2.18,2.27,7.9,0.89
Link 4,2017,5,04:00 AM-05:00 AM,1.22,1.34,1.43,1.45,1.62,1.87,2.09,2.48,3.03,6.32,0.93
Link 4,2017,5,09:00 PM-10:00 PM,1.11,1.26,1.31,1.36,1.54,1.68,1.86,1.87,2.45,7.9,0.76
Link 4,2017,6,02:00 AM-03:00 AM,1.24,1.42,1.47,1.54,1.66,1.79,2.01,2.56,2.89,3.72,0.48
Link 4,2017,7,12:00 AM-01:00 AM,1.24,1.32,1.34,1.37,1.44,1.53,1.71,1.76,1.95,2.63,0.24
Link 4,2017,7,01:00 AM-02:00 AM,1.15,1.32,1.37,1.4,1.47,1.73,1.98,2.04,2.04,7.02,0.9
Link 4,2017,7,04:00 AM-05:00 AM,1.29,1.32,1.32,1.37,1.62,1.68,2.11,2.11,2.28,2.43,0.33
Link 4,2017,7,12:00 PM-01:00 PM,1.11,1.33,1.37,1.44,1.58,1.79,2.04,2.34,2.53,12.64,1.02
Link 4,2017,7,01:00 PM-02:00 PM,1.13,1.32,1.34,1.4,1.58,1.85,2.18,2.53,3.16,9.03,0.87
Link 4,2017,7,04:00 PM-05:00 PM,1.13,1.34,1.36,1.44,1.58,1.73,1.92,2.11,2.41,9.03,0.79
Link 4,2017,7,07:00 PM-08:00 PM,1.09,1.36,1.44,1.47,1.62,1.81,1.95,2.18,2.39,9.03,1.1
Link 4,2017,7,09:00 PM-10:00 PM,1.11,1.26,1.31,1.34,1.5,1.54,1.71,1.84,2.03,2.63,0.28
Link 4,2017,7,10:00 PM-11:00 PM,1.02,1.26,1.29,1.32,1.58,1.68,2.11,2.14,2.65,2.87,0.44
Link 4,2017,7,11:00 PM-12:00 AM,1.19,1.32,1.34,1.37,1.5,1.56,1.74,1.89,2.17,2.34,0.26
Link 4,2017,1,04:00 AM-05:00 AM,1.29,1.34,1.38,1.48,1.54,1.78,2.06,2.31,2.7,4.21,0.65
Link 4,2017,1,06:00 AM-07:00 AM,1.13,1.22,1.26,1.37,1.54,2.03,2.88,3.55,3.95,7.02,1.13
Link 4,2017,1,08:00 PM-09:00 PM,1.07,1.29,1.34,1.4,1.47,1.65,1.81,1.95,2.6,4.51,0.55
Link 4,2017,2,10:00 PM-11:00 PM,1.07,1.3,1.37,1.45,1.71,1.91,2.12,2.43,2.76,10.53,1.26
Link 4,2017,3,12:00 AM-01:00 AM,1.22,1.29,1.31,1.34,1.5,1.58,1.77,1.86,2.6,3.01,0.38
Link 4,2017,4,08:00 PM-09:00 PM,1.24,1.34,1.4,1.47,1.62,1.99,2.43,2.93,3.95,9.03,1.2
Link 4,2017,5,12:00 AM-01:00 AM,1.26,1.34,1.34,1.44,1.54,1.59,1.81,1.81,2.17,2.53,0.26
Link 4,2017,5,10:00 PM-11:00 PM,1.19,1.34,1.34,1.44,1.62,1.75,2.04,2.18,2.53,5.27,0.61
Link 4,2017,6,10:00 PM-11:00 PM,1.22,1.34,1.34,1.4,1.54,1.67,1.96,2.17,2.26,4.21,0.46
Link 4,2017,7,06:00 PM-07:00 PM,1.11,1.29,1.37,1.44,1.54,1.62,1.92,2.09,2.18,2.63,0.31
Link 4,2017,1,01:00 AM-02:00 AM,1.17,1.33,1.37,1.4,1.47,1.72,1.88,2.1,2.58,4.86,0.69
Link 4,2017,1,05:00 AM-06:00 AM,1.19,1.4,1.44,1.5,1.64,1.8,2.33,2.4,2.6,3.72,0.51
Link 4,2017,3,01:00 AM-02:00 AM,1.09,1.35,1.4,1.48,1.58,1.62,1.86,1.94,2.03,2.63,0.27
Link 4,2017,3,09:00 PM-10:00 PM,1.22,1.33,1.34,1.44,1.54,1.84,1.91,2.15,2.44,10.53,1.27
Link 4,2017,4,04:00 AM-05:00 AM,1.13,1.3,1.34,1.4,1.62,1.64,1.94,2.03,2.11,2.87,0.32
Link 4,2017,6,11:00 PM-12:00 AM,0.92,1.32,1.34,1.47,1.64,1.75,2.15,2.49,2.86,3.72,0.53
Link 4,2017,7,02:00 AM-03:00 AM,1.26,1.32,1.38,1.4,1.58,1.61,1.92,1.92,2.06,2.18,0.26
Link 4,2017,1,03:00 AM-04:00 AM,1.26,1.32,1.34,1.4,1.48,1.59,1.75,1.85,2.32,2.43,0.3
Link 4,2017,2,04:00 AM-05:00 AM,1.11,1.23,1.3,1.38,1.58,1.78,2.38,2.73,3.12,4.51,0.67
Link 4,2017,5,11:00 PM-12:00 AM,1.15,1.26,1.28,1.37,1.54,1.79,1.76,1.94,2.07,12.64,1.56
Link 4,2017,1,09:00 PM-10:00 PM,1.17,1.32,1.32,1.35,1.52,1.59,1.89,2.02,2.11,2.87,0.33
Link 4,2017,1,11:00 PM-12:00 AM,1.24,1.34,1.37,1.48,1.62,1.82,2.27,2.63,3.02,3.95,0.6
Link 4,2017,2,11:00 PM-12:00 AM,0.78,1.22,1.27,1.4,1.62,1.77,2.04,2.11,2.97,5.27,0.76
Link 4,2017,1,02:00 AM-03:00 AM,1.24,1.35,1.4,1.43,1.58,1.52,1.62,1.63,1.65,1.66,0.14
Link 4,2018,2,03:00 AM-04:00 AM,1.05,1.29,1.34,1.4,1.58,1.72,2.19,2.6,2.75,3.51,0.51
Link 4,2018,2,12:00 PM-01:00 PM,0.93,1.37,1.4,1.47,1.66,1.91,2.14,2.43,3.01,15.8,1.2
Link 4,2018,2,01:00 PM-02:00 PM,1.24,1.37,1.44,1.54,1.71,1.95,2.26,2.53,3.33,12.64,0.97
Link 4,2018,2,03:00 PM-04:00 PM,0.88,1.4,1.5,1.58,1.81,2.18,2.53,2.87,3.95,21.07,1.68
Link 4,2018,2,05:00 PM-06:00 PM,1.15,1.47,1.58,1.74,2.18,3.34,4.62,7.02,10.53,21.07,3.13
Link 4,2018,2,09:00 PM-10:00 PM,1.04,1.24,1.26,1.34,1.5,1.71,1.92,1.98,2.74,9.03,0.97
Link 4,2018,2,11:00 PM-12:00 AM,1.17,1.31,1.36,1.47,1.58,1.82,2.49,2.73,3.01,3.72,0.59
Link 4,2018,3,03:00 AM-04:00 AM,1.0,1.34,1.37,1.4,1.54,1.7,1.98,2.11,2.46,6.32,0.64
Link 4,2018,3,04:00 AM-05:00 AM,1.0,1.29,1.31,1.34,1.47,1.5,1.76,1.84,1.96,2.04,0.23
Link 4,2018,3,05:00 AM-06:00 AM,0.97,1.32,1.34,1.38,1.54,1.75,1.98,2.18,2.87,10.53,0.97
Link 4,2018,3,06:00 AM-07:00 AM,1.15,1.32,1.37,1.47,1.66,2.3,2.63,3.16,6.32,15.8,2.16
Link 4,2018,3,07:00 AM-08:00 AM,0.93,1.47,1.54,1.62,1.98,3.15,4.86,6.53,9.03,21.07,2.97
Link 4,2018,3,08:00 AM-09:00 AM,1.15,1.44,1.47,1.58,1.92,2.57,3.33,3.88,5.75,21.07,2.2
Link 4,2018,3,09:00 AM-10:00 AM,0.88,1.36,1.4,1.5,1.71,1.85,2.27,2.47,2.87,5.75,0.57
Link 4,2018,3,10:00 AM-11:00 AM,1.09,1.34,1.38,1.47,1.71,2.11,2.26,2.68,4.21,21.07,1.78
Link 4,2018,3,11:00 AM-12:00 PM,1.17,1.37,1.4,1.47,1.62,1.83,2.11,2.37,2.87,15.8,1.0
Link 4,2018,3,12:00 PM-01:00 PM,1.05,1.4,1.47,1.54,1.71,1.97,2.26,2.53,3.33,15.8,1.12
Link 4,2018,3,01:00 PM-02:00 PM,1.13,1.37,1.4,1.47,1.66,1.9,2.26,2.53,3.01,15.8,1.06
Link 4,2018,3,02:00 PM-03:00 PM,1.04,1.4,1.44,1.5,1.71,1.94,2.26,2.43,2.87,15.8,1.15
Link 4,2018,3,03:00 PM-04:00 PM,1.17,1.4,1.47,1.58,1.76,2.0,2.43,2.57,3.01,15.8,1.01
Link 4,2018,3,04:00 PM-05:00 PM,1.02,1.47,1.54,1.62,1.92,2.45,3.01,3.72,5.75,15.8,1.82
Link 4,2018,3,05:00 PM-06:00 PM,1.19,1.5,1.58,1.71,2.18,2.83,4.21,4.51,7.02,15.8,1.96
Link 4,2018,3,06:00 PM-07:00 PM,1.05,1.4,1.44,1.5,1.71,2.02,2.49,2.75,3.77,9.03,0.99
Link 4,2018,3,07:00 PM-08:00 PM,0.99,1.33,1.37,1.46,1.62,1.82,2.09,2.14,2.55,15.8,1.28
Link 4,2018,3,08:00 PM-09:00 PM,1.11,1.26,1.29,1.42,1.58,1.74,2.09,2.18,2.75,5.75,0.64
Link 4,2018,3,09:00 PM-10:00 PM,1.04,1.22,1.26,1.32,1.5,2.11,2.09,2.53,6.5,12.64,2.06
Link 4,2018,3,10:00 PM-11:00 PM,1.24,1.37,1.4,1.47,1.58,1.76,1.98,2.22,3.03,5.27,0.67
Link 4,2018,4,12:00 AM-01:00 AM,1.07,1.28,1.32,1.34,1.54,1.53,1.71,1.78,1.92,2.63,0.24
Link 4,2018,4,02:00 AM-03:00 AM,1.22,1.38,1.47,1.5,1.58,1.72,2.03,2.14,2.53,3.51,0.46
Link 4,2018,4,03:00 AM-04:00 AM,1.11,1.26,1.32,1.44,1.5,1.65,1.85,2.43,2.76,3.16,0.44
Link 4,2018,4,04:00 AM-05:00 AM,1.02,1.22,1.34,1.4,1.56,1.71,2.03,2.24,2.85,3.95,0.62
Link 4,2018,4,05:00 AM-06:00 AM,1.04,1.31,1.34,1.4,1.58,1.75,2.18,2.63,2.75,5.27,0.55
Link 4,2018,4,06:00 AM-07:00 AM,1.09,1.32,1.37,1.47,1.62,2.35,2.63,3.16,6.32,21.07,2.56
Link 4,2018,4,07:00 AM-08:00 AM,1.05,1.47,1.5,1.62,2.04,3.2,4.51,7.02,10.53,21.07,3.04
Link 4,2018,4,08:00 AM-09:00 AM,0.9,1.4,1.44,1.54,1.76,2.57,3.16,4.51,6.32,21.07,2.36
Link 4,2018,4,09:00 AM-10:00 AM,1.15,1.37,1.4,1.5,1.71,2.23,2.63,3.16,4.51,21.07,1.97
Link 4,2018,4,10:00 AM-11:00 AM,1.05,1.34,1.4,1.47,1.62,1.81,2.16,2.34,2.87,10.53,0.73
Link 4,2018,4,11:00 AM-12:00 PM,1.04,1.34,1.4,1.47,1.66,1.93,2.26,2.53,3.16,15.8,1.3
Link 4,2018,4,12:00 PM-01:00 PM,1.13,1.37,1.4,1.47,1.66,1.92,2.22,2.53,2.87,15.8,1.18
Link 4,2018,4,01:00 PM-02:00 PM,1.19,1.4,1.47,1.54,1.76,1.95,2.34,2.63,3.16,9.03,0.8
Link 4,2018,4,02:00 PM-03:00 PM,0.99,1.4,1.44,1.54,1.71,2.07,2.34,2.76,3.72,15.8,1.34
Link 4,2018,4,03:00 PM-04:00 PM,1.19,1.44,1.5,1.58,1.81,2.06,2.53,2.75,3.33,15.8,1.17
Link 4,2018,4,04:00 PM-05:00 PM,1.05,1.47,1.54,1.66,1.98,2.4,3.01,3.51,4.84,15.8,1.53
Link 4,2018,4,05:00 PM-06:00 PM,1.19,1.47,1.5,1.66,2.04,3.11,4.86,6.32,9.03,21.07,2.77
Link 4,2018,4,06:00 PM-07:00 PM,1.17,1.4,1.47,1.58,1.81,2.11,2.53,2.87,3.33,15.8,1.33
Link 4,2018,4,07:00 PM-08:00 PM,1.05,1.32,1.34,1.44,1.58,1.67,1.92,2.18,2.35,3.72,0.42
Link 4,2018,4,08:00 PM-09:00 PM,0.93,1.32,1.37,1.4,1.62,1.68,1.98,2.18,2.38,3.72,0.43
Link 4,2018,4,09:00 PM-10:00 PM,0.92,1.32,1.34,1.44,1.62,1.89,2.34,2.65,3.85,6.32,0.83
Link 4,2018,4,11:00 PM-12:00 AM,1.05,1.25,1.34,1.46,1.54,1.7,1.85,2.22,2.45,4.86,0.64
Link 4,2018,5,12:00 AM-01:00 AM,0.99,1.27,1.32,1.37,1.54,1.84,2.11,2.34,3.16,9.03,1.18
Link 4,2018,5,01:00 AM-02:00 AM,1.17,1.28,1.31,1.36,1.58,1.6,1.86,1.96,2.18,2.34,0.28
Link 4,2018,5,03:00 AM-04:00 AM,1.09,1.32,1.37,1.44,1.58,1.66,1.98,2.11,2.18,3.33,0.37
Link 4,2018,5,05:00 AM-06:00 AM,0.85,1.26,1.3,1.37,1.54,1.78,2.11,2.34,3.09,7.9,0.88
Link 4,2018,5,06:00 AM-07:00 AM,0.67,1.32,1.34,1.44,1.68,2.45,3.16,4.21,6.56,21.07,2.41
Link 4,2018,5,07:00 AM-08:00 AM,1.22,1.47,1.5,1.62,2.04,3.38,5.27,7.9,12.22,21.07,3.34
Link 4,2018,5,08:00 AM-09:00 AM,0.92,1.4,1.44,1.54,1.81,2.39,2.87,3.51,5.13,15.8,1.94
Link 4,2018,5,09:00 AM-10:00 AM,0.72,1.34,1.4,1.5,1.66,2.02,2.18,2.53,3.93,15.8,1.41
Link 4,2018,5,10:00 AM-11:00 AM,0.93,1.37,1.41,1.5,1.66,2.05,2.18,2.43,3.16,21.07,1.82
Link 4,2018,5,11:00 AM-12:00 PM,0.81,1.34,1.42,1.5,1.66,1.9,2.14,2.43,2.87,12.64,1.14
Link 4,2018,5,12:00 PM-01:00 PM,1.15,1.35,1.4,1.5,1.71,2.01,2.34,2.61,3.14,15.8,1.34
Link 4,2018,5,01:00 PM-02:00 PM,1.22,1.4,1.47,1.54,1.71,2.11,2.42,2.75,3.72,15.8,1.57
Link 4,2018,5,02:00 PM-03:00 PM,1.07,1.38,1.44,1.54,1.76,2.04,2.34,2.63,3.01,15.8,1.33
Link 4,2018,5,03:00 PM-04:00 PM,0.89,1.47,1.5,1.58,1.81,2.06,2.53,2.87,3.51,10.53,0.95
Link 4,2018,5,04:00 PM-05:00 PM,1.09,1.47,1.5,1.62,1.98,2.39,3.06,3.72,4.86,12.64,1.44
Link 4,2018,5,05:00 PM-06:00 PM,1.0,1.54,1.6,1.71,2.11,2.55,3.33,3.95,5.75,12.64,1.51
Link 4,2018,5,06:00 PM-07:00 PM,1.11,1.4,1.44,1.5,1.76,2.05,2.63,2.87,3.52,12.64,1.03
Link 4,2018,5,07:00 PM-08:00 PM,1.11,1.32,1.34,1.4,1.58,1.82,2.11,2.43,3.16,10.53,0.97
Link 4,2018,5,08:00 PM-09:00 PM,0.97,1.28,1.34,1.4,1.62,1.76,2.05,2.29,3.07,4.21,0.59
Link 4,2018,5,09:00 PM-10:00 PM,0.87,1.26,1.33,1.47,1.66,1.92,2.14,2.26,3.84,9.03,1.15
Link 4,2018,5,11:00 PM-12:00 AM,1.09,1.33,1.4,1.47,1.71,2.15,2.44,3.14,3.46,12.64,1.8
Link 4,2018,6,12:00 AM-01:00 AM,1.09,1.31,1.37,1.4,1.58,1.64,1.98,2.11,2.4,2.63,0.34
Link 4,2018,6,03:00 AM-04:00 AM,0.99,1.31,1.34,1.4,1.54,1.66,2.04,2.11,2.36,3.72,0.43
Link 4,2018,6,05:00 AM-06:00 AM,1.09,1.26,1.29,1.37,1.54,1.71,2.0,2.34,3.08,5.27,0.59
Link 4,2018,6,06:00 AM-07:00 AM,0.73,1.34,1.4,1.47,1.66,2.33,2.75,3.33,5.61,15.8,2.17
Link 4,2018,6,07:00 AM-08:00 AM,1.05,1.44,1.47,1.58,1.86,2.8,3.72,4.86,7.9,15.8,2.6
Link 4,2018,6,08:00 AM-09:00 AM,0.9,1.37,1.44,1.5,1.71,2.3,2.63,3.01,4.11,15.8,2.18
Link 4,2018,6,09:00 AM-10:00 AM,0.99,1.37,1.4,1.47,1.66,1.88,2.28,2.47,2.75,12.64,0.98
Link 4,2018,6,10:00 AM-11:00 AM,1.05,1.33,1.34,1.44,1.62,1.84,2.34,2.53,3.27,9.03,0.77
Link 4,2018,6,11:00 AM-12:00 PM,1.15,1.37,1.4,1.5,1.66,1.94,2.34,2.63,3.01,15.8,1.07
Link 4,2018,6,12:00 PM-01:00 PM,1.09,1.34,1.4,1.48,1.71,1.97,2.18,2.43,3.01,21.07,1.51
Link 4,2018,6,01:00 PM-02:00 PM,1.15,1.37,1.4,1.5,1.71,1.95,2.28,2.43,3.01,15.8,1.21
Link 4,2018,6,02:00 PM-03:00 PM,1.15,1.4,1.47,1.54,1.76,2.04,2.34,2.53,3.16,15.8,1.33
Link 4,2018,6,03:00 PM-04:00 PM,1.07,1.4,1.47,1.58,1.81,2.15,2.53,2.87,3.44,21.07,1.66
Link 4,2018,6,04:00 PM-05:00 PM,0.89,1.45,1.5,1.61,1.86,2.18,2.7,3.16,4.17,10.53,1.07
Link 4,2018,6,05:00 PM-06:00 PM,1.09,1.44,1.5,1.62,1.92,2.26,2.87,3.16,3.72,21.07,1.43
Link 4,2018,6,06:00 PM-07:00 PM,1.07,1.32,1.34,1.47,1.62,1.92,2.34,2.53,3.08,15.8,1.23
